anio,depto,ocupados,ocupados_horas_validas,horas_sem_expandidas_validas,horas_semanales_promedio,share_ocupados_sin_horas_validas,horas_sem_expandidas,horas_anuales,horas_mensuales,departamento,ocupados_remuneracion_valida,horas_mensuales_remuneracion_valida,rem_total_mensual,rem_por_trabajador,rem_por_hora,share_ocupados_remuneracion_valida
2019,44,391706.1340055702,390843.35373883933,17810373.95519174,45.56908486434847,0.0022026212811837587,17849690.062385682,928183883.2440555,77348656.93700463,La Guajira,390843.35373883933,77178287.1391642,414362317349.4451,1060174.9099367342,5368.897557965841,0.9977973787188162
2021,44,425084.82987097796,424955.7314940532,18531366.871560015,43.60775840440533,0.00030370026840043085,18536996.56239135,963923821.2443501,80326985.10369584,La Guajira,424955.7314940532,80302589.77676006,335679809381.3158,789917.1243111314,4180.186595656509,0.9996962997315996
2022,44,367462.7749025027,367446.27760966617,16233337.798022905,44.17880595668297,4.489514030614483e-05,16234066.628721941,844171464.6935409,70347622.05779508,La Guajira,367446.27760966617,70344463.79143259,273919460629.88998,745468.0515796962,3893.973254839868,0.9999551048596939
2023,44,323615.4076947843,323615.4076947843,14067590.813756483,43.47008974005415,0.0,14067590.813756483,731514722.3153371,60959560.19294476,La Guajira,323615.4076947843,60959560.19294476,289079066111.1247,893279.6746926453,4742.144877623013,1.0
2024,44,331294.377495861,331294.377495861,14235996.882150298,42.970837566744265,0.0,14235996.882150298,740271837.8718154,61689319.82265129,La Guajira,331294.377495861,61689319.82265128,295624921297.6225,892333.0469178152,4792.15725100399,1.0
2025,44,348363.9258438963,348363.9258438963,15233924.499409461,43.72991394704819,0.0,15233924.499409461,792164073.969292,66013672.83077434,La Guajira,348363.9258438963,66013672.83077433,353743858840.0778,1015443.427396074,5358.645318022194,1.0
2010,47,391449.7493849413,391180.78578752995,19354274.322522193,49.47654646062927,0.00068709610322637,19367581.712445732,1007114249.047178,83926187.42059816,Magdalena,391180.78578752995,83868522.06426284,436455405467.78253,1115738.3525090711,5204.043122798276,0.9993129038967736
2011,47,370747.36563555594,370444.16903613415,18067960.8131004,48.77377570852789,0.0008177983919104292,18082748.856036186,940302940.5138817,78358578.3761568,Magdalena,370444.16903613415,78294496.8567684,406583835694.08435,1097557.6609883823,5193.006558786462,0.9991822016080896
2012,47,401425.82608391886,400876.0053819263,18836448.825517144,46.988217235828586,0.001369669478808233,18862283.920103125,980838763.8453625,81736563.6537802,Magdalena,400876.0053819263,81624611.57724096,452341535947.40436,1128382.6666463744,5541.729721057917,0.9986303305211918
2013,47,406411.3925222052,405950.74176229234,18755766.08117486,46.20207367956344,0.0011334592690771528,18777049.101524904,976406553.279295,81367212.77327459,Magdalena,405950.74176229234,81274986.35175772,466421718367.32324,1148961.3649737833,5738.810171541001,0.9988665407309228
2014,47,424610.63240295416,424074.4632352536,19315647.633269206,45.54777358181534,0.0012627313750159797,19340068.94512118,1005683585.1463014,83806965.42885844,Magdalena,424074.4632352536,83701139.74416655,492266332548.6308,1160801.6403372728,5881.238105636891,0.998737268624984
2015,47,426991.98826677795,426806.83111037256,19018674.376473702,44.56037952109408,0.00043363145326680286,19026925.049634174,989400102.580977,82450008.54841475,Magdalena,426806.83111037256,82414255.63138603,495207454142.1042,1160261.312720281,6008.759653876108,0.9995663685467332
2016,47,388644.680489259,388635.56806707015,16903731.539870635,43.49507077785895,2.3446666444493225e-05,16904127.885318696,879014650.0365722,73251220.83638102,Magdalena,388635.56806707015,73249503.3394394,389651116083.5607,1002613.1113565892,5319.505229652016,0.9999765533335555
2017,47,372315.9672917897,372244.38195326284,16300728.10197903,43.790393870942744,0.00019227039615732355,16303862.852148507,847800868.3117224,70650072.3593102,Magdalena,372244.38195326284,70636488.44190913,382617295975.6961,1027865.8712537283,5416.708905204955,0.9998077296038427
2018,47,394800.1331016357,394800.1331016357,17513595.460081074,44.36066250153073,0.0,17513595.460081074,910706963.9242159,75892246.99368466,Magdalena,394800.1331016357,75892246.99368465,442067108302.4056,1119723.8076629564,5824.931080762335,1.0
2019,47,487171.75375196047,486796.2870650036,21596347.837977685,44.364241083650356,0.0007707070125991811,21613005.13259672,1123876266.8950295,93656355.5745858,Magdalena,486796.2870650036,93584173.96456996,574255239106.2212,1179662.3235738422,6136.243071650432,0.9992292929874008
2021,47,479966.4981025765,479914.2482385462,20912079.99849928,43.57461791404185,0.00010886148145095031,20914356.76636046,1087546551.850744,90628879.32089533,Magdalena,479914.2482385462,90619013.32683021,519721173751.7196,1082945.9130652586,5735.233199651735,0.999891138518549
2022,47,533606.258465449,533029.7807623545,23719749.7792778,44.49985842320692,0.0010803428444642327,23745402.95544964,1234760953.6833813,102896746.14028178,Magdalena,533029.7807623545,102785582.37687047,582616407107.6696,1093027.8722408246,5668.269747905558,0.9989196571555358
2023,47,573466.0102476231,573115.3070186762,25342064.113545004,44.21808980355707,0.000611550157602947,25357571.54041698,1318593720.101683,109882810.00847358,Magdalena,573115.3070186762,109815611.15869501,649483725201.1562,1133251.4020254416,5914.311438494701,0.999388449842397
2024,47,550091.0381352282,549946.1802623019,24614192.840306208,44.75745759078868,0.0002633343626490259,24620676.310410395,1280275168.1413405,106689597.34511171,Magdalena,549946.1802623019,106661502.30799356,634372012728.26,1153516.5357920849,5947.525573908199,0.999736665637351
2025,47,594008.2057770757,593557.3544310832,25933548.26770366,43.69173100813589,0.0007589985148483969,25953246.743437424,1349568830.658746,112464069.22156216,Magdalena,593557.3544310832,112378709.16004919,728309882428.7539,1227025.2857482142,6480.852893509381,0.9992410014851516
2010,50,339224.6313782941,338393.8362681308,17016711.22359177,50.28670560686086,0.002449100192953857,17058489.17271617,887041436.9812409,73920119.74843673,Meta,338393.8362681308,73739081.96889767,509896371296.119,1506813.4127954268,6914.872787691982,0.9975508998070461
2011,50,341429.6598374517,340834.62221338734,17108095.22134677,50.19471059086202,0.0017427824646155665,17137962.962677356,891174074.0592225,74264506.17160188,Meta,340834.62221338734,74135079.29250267,515721120363.25104,1513112.4796364496,6956.5059521748735,0.9982572175353844
2012,50,348085.4492743529,347478.58791100763,17449632.838672962,50.21786505919026,0.00174342640466707,17480108.12072707,908965622.2778076,75747135.1898173,Meta,347478.58791100763,75615075.63424951,585147874590.5402,1683982.538631709,7738.508090911702,0.9982565735953329
2013,50,348753.02443958056,348320.1918138674,17568635.69656914,50.438177600560486,0.0012410863716770804,17590466.985416178,914704283.2416413,76225356.93680345,Meta,348320.1918138674,76130754.68513294,567293891081.8046,1628656.346701114,7451.573197035279,0.9987589136283229
2014,50,361230.27541229775,361141.60877248197,17998123.496057693,49.8367484080087,0.00024545738785208826,18002542.353078377,936132202.3600756,78011016.86333963,Meta,361141.60877248197,77991868.48291667,609021569433.3481,1686378.8459696146,7808.782906217309,0.9997545426121479
2015,50,384428.75113373896,384144.9431567162,19019123.28652916,49.5102789333611,0.0007382589782521931,19033174.69863507,989725084.3290237,82477090.36075197,Meta,384144.9431567162,82416200.90829302,627553538278.0812,1633637.3794775265,7614.443900130495,0.9992617410217478
2016,50,380521.8682647806,380158.5057710309,18813096.698327836,49.48750695495143,0.000954905680997209,18831078.60226444,979216087.3177509,81601340.60981257,Meta,380158.5057710309,81523419.02608728,595210566021.9413,1565690.513263002,7301.099158163072,0.9990450943190028
2017,50,389665.35558862414,389428.52182338195,19098967.8174445,49.04357731174729,0.0006077875845145186,19110582.992520187,993750315.6110498,82812526.30092081,Meta,389428.52182338195,82762193.87559283,605941311510.545,1555975.686304144,7321.474735449728,0.9993922124154855
2018,50,403109.9890673436,402801.1463875479,19541657.607446056,48.5144041488015,0.0007661499049186338,19556640.926032063,1016945328.1536672,84745444.0128056,Meta,402801.1463875479,84680516.2989329,668661939010.2906,1660029.8807664006,7896.290294804412,0.9992338500950814
2019,50,416169.0898166178,415986.03777496284,20313175.45459286,48.83138761878767,0.00043985016219150186,20322114.139793325,1056749935.2692529,88062494.60577108,Meta,415986.03777496284,88023760.30323572,694058877652.2402,1668466.762405394,7884.90374941102,0.9995601498378085
2021,50,425914.1545508358,425167.8396857374,20292315.85690884,47.727777039551945,0.0017522659369830773,20327935.80639156,1057052661.9323611,88087721.82769676,Meta,425167.8396857374,87933368.71327163,806660827071.8865,1897276.2090099042,9173.546275728415,0.9982477340630169
2022,50,473222.69503211975,472920.997065862,22213586.72129631,46.97103080454409,0.0006375390897879196,22227757.78576307,1155843404.8596797,96320283.73830664,Meta,472920.997065862,96258875.79228401,798248112178.051,1687910.0677081628,8292.722157908658,0.9993624609102121
2023,50,484338.8303918037,484038.8415860681,23019239.011228237,47.556594705912936,0.000619377978620772,23033505.457278915,1197742283.7785037,99811856.98154198,Meta,484038.8415860681,99750035.71532236,831109845044.1084,1717031.3074892499,8331.925287886826,0.9993806220213792
2024,50,508097.8658874078,507775.73838617373,23801904.809624866,46.87483668533024,0.0006339871171697764,23817004.483637065,1238484233.1491275,103207019.42909396,Meta,507775.73838617373,103141587.50837441,931419081257.9014,1834311.9035544354,9030.490064759537,0.9993660128828302
2025,50,524442.8747610816,524192.27809419733,24515231.284079988,46.76763147524772,0.0004778340577102913,24526951.096645758,1275401457.0255795,106283454.75213163,Meta,524192.27809419733,106232668.89767994,941744105716.3767,1796562.3399495124,8864.919948715926,0.9995221659422897
2010,52,596192.2221348764,595465.4742846728,25444234.89454478,42.72999190273912,0.001218982440933658,25475288.824299313,1324715018.8635643,110392918.23863035,Nariño,595465.4742846728,110258351.20969404,576440148567.3151,968049.6577232918,5228.086056456772,0.9987810175590663
2011,52,635105.5744803189,634977.756650398,26369234.52370008,41.52780825394847,0.0002012544607650213,26374542.518032473,1371476210.9376886,114289684.24480738,Nariño,634977.756650398,114266682.93603367,662435593550.8821,1043242.2027589254,5797.276831092687,0.999798745539235
2012,52,623276.4892015952,623249.663244405,26129959.130682558,41.92534817373146,4.304021995860108e-05,26131083.818277854,1358816358.5504484,113234696.5458707,Nariño,623249.663244405,113229822.8996244,616007964620.8738,988380.7420194444,5440.333198851246,0.9999569597800414
2013,52,640148.8287549209,640109.7046290103,26148328.518516053,40.84976111035669,6.111723423229964e-05,26149926.72971315,1359796189.9450839,113316349.16209032,Nariño,640109.7046290103,113309423.58023623,639515629809.6831,999071.9171807097,5643.975669480234,0.9999388827657677
2014,52,619344.9242966219,619331.1872532051,25521118.66252353,41.207546443304764,2.217995639897108e-05,25521684.73237812,1327127606.0836623,110593967.17363852,Nariño,619331.1872532051,110591514.20426863,629105028242.4652,1015781.2834076838,5688.547017092771,0.999977820043601
2015,52,686184.166556778,686169.8337376711,28291364.077559482,41.23084794248697,2.088771470609707e-05,28291955.031844664,1471181661.6559227,122598471.80466022,Nariño,686169.8337376711,122595911.00275776,679511814247.2354,990296.8344525312,5542.695581681757,0.9999791122852939
2016,52,680110.445596126,680094.6268764777,27767709.069441296,40.82918460475443,2.325904527822331e-05,27768354.934866026,1443954456.6130333,120329538.05108611,Nariño,680094.6268764777,120326739.30091228,663223349271.324,975192.7497462525,5511.853417823778,0.9999767409547218
2017,52,707523.9922173521,707497.3283537072,28209241.039459348,39.871869346984134,3.768616179555817e-05,28210304.177546885,1466935817.232438,122244651.43603651,Nariño,707497.3283537072,122240044.50432384,735202349434.3782,1039159.1882687932,6014.4149359203875,0.9999623138382044
2018,52,727787.2267145301,727701.6500662102,28518188.604951583,39.189396646767044,0.00011758470769851481,28521542.302166294,1483120199.7126472,123593349.97605394,Nariño,727701.6500662102,123578817.28812352,742354497586.2544,1020135.7898786006,6007.133858996707,0.9998824152923015
2019,52,724805.9395477596,724794.324365076,27506742.98818821,37.951101524262455,1.6025231099559e-05,27507183.79716546,1430373557.452604,119197796.45438367,Nariño,724794.324365076,119195886.2821489,754505132428.7086,1040992.0539729107,6329.95949745042,0.9999839747689004
2021,52,751107.8141664697,750836.1245441664,29356937.379182994,39.09899433382435,0.0003617185405065948,29367560.170185994,1527113128.8496716,127259427.4041393,Nariño,750836.1245441664,127213395.30979297,786420737374.7638,1047393.31482246,6181.901956626926,0.9996382814594934
2022,52,806822.2048889796,806600.3563985825,30516657.873613358,37.83367764659593,0.00027496577195418315,30525051.217885427,1587302663.3300421,132275221.94417018,Nariño,806600.3563985825,132238850.78565787,794013074303.8481,984394.6484837476,6004.385773064839,0.9997250342280458
2023,52,824826.6626084788,824457.6221557417,32582800.295463577,39.520285118194494,0.0004474157655985911,32597384.879375894,1695064013.7275465,141255334.47729555,Nariño,824457.6221557417,141192134.61367548,854843804081.4265,1036855.9657999558,6054.471847319382,0.9995525842344014
2024,52,824688.2288883963,824395.2087859183,30905863.85738943,37.48913570580341,0.00035531015505452235,30916848.927775756,1607676144.2443392,133973012.0203616,Nariño,824395.2087859183,133925410.04868753,870818804856.2397,1056312.3069803973,6502.267228748155,0.9996446898449455
2025,52,849082.5809281862,849033.7703203756,31543315.145885672,37.15201473550702,5.748629038804243e-05,31545128.558306303,1640346685.0319278,136695557.08599398,Nariño,849033.7703203756,136687698.9655046,935883605024.8087,1102292.5562450374,6846.875118301571,0.999942513709612
2010,54,522222.97659854864,521768.3454062616,24951953.541472334,47.82189981656348,0.0008705691106282165,24973694.868803367,1298632133.1777751,108219344.43148126,Norte de Santander,521768.3454062616,108125132.01304677,671510413839.2542,1286989.5610788725,6210.49335466455,0.9991294308893718
2011,54,567181.9968380888,566981.8732433895,27122829.39206274,47.8372072759717,0.00035283841132993654,27132402.74594318,1410884942.7890453,117573745.23242044,Norte de Santander,566981.8732433895,117532260.69893853,776095119540.3956,1368818.2218256555,6603.251863999964,0.9996471615886701
2012,54,577499.8004485627,577419.5959129237,27355259.54623393,47.37501071986336,0.00013888236078474225,27359059.236969613,1422671080.32242,118555923.36020166,Norte de Santander,577419.5959129237,118539458.03368035,768438867513.6088,1330815.3601865137,6482.55762478072,0.9998611176392153
2013,54,565523.9572189985,565313.5963387303,26704962.32808132,47.239200509304524,0.0003719751879347477,26714899.60788362,1389174779.6099484,115764564.9674957,Norte de Santander,565313.5963387303,115721503.42168571,739938961171.1707,1308899.9910198632,6394.1353965550825,0.9996280248120653
2014,54,552809.7225273908,552576.3251467436,25419069.308644667,46.00101045207522,0.00042220201840914573,25429805.823991306,1322349902.847548,110195825.23729567,Norte de Santander,552576.3251467436,110149300.3374602,726989128673.5492,1315635.6788910348,6600.034012438576,0.9995777979815909
2015,54,555526.4268258071,555418.213671363,25752234.030602455,46.36548351624614,0.00019479389137688763,25757251.385831073,1339377072.0632157,111614756.00526798,Norte de Santander,555418.213671363,111593014.13261063,704957303948.5785,1269236.9220100816,6317.2171612001475,0.9998052061086231
2016,54,561297.120377301,561265.6521845062,26585911.541975208,47.36778642787063,5.6063342661838433e-05,26587402.120610785,1382544910.2717607,115212075.85598005,Norte de Santander,561265.6521845062,115205616.68189256,687450093860.3959,1224821.243175609,5967.157797163598,0.9999439366573382
2017,54,560793.3416176747,560793.3416176747,27022117.02265051,48.185516869194664,0.0,27022117.02265051,1405150085.1778264,117095840.43148553,Norte de Santander,560793.3416176747,117095840.43148555,663543729188.0105,1183223.2659431016,5666.672075992822,1.0
2018,54,556433.9476038124,556433.9476038124,26838422.23299149,48.232898708942116,0.0,26838422.23299149,1395597956.1155574,116299829.67629646,Norte de Santander,556433.9476038124,116299829.67629646,663192988518.1122,1191862.9180948418,5702.44161460952,1.0
2019,54,615448.5593656378,615232.8591562187,29610524.597324632,48.128971261279766,0.0003504764226622825,29620906.02650482,1540287113.3782506,128357259.44818754,Norte de Santander,615232.8591562187,128312273.25507338,726267641566.3915,1180476.027503562,5660.157233148197,0.9996495235773377
2021,54,520096.62913986715,519585.0150093413,24944770.651039008,48.009026300711426,0.0009836905333763246,24969332.74728724,1298405302.8589365,108200441.90491138,Norte de Santander,519585.0150093413,108094006.15450236,645064876455.4725,1241500.1545875515,5967.628543005982,0.9990163094666237
2022,54,625856.0177243551,625822.4890581766,29900236.72344907,47.777504398167345,5.3572491481967965e-05,29901838.639444876,1554895609.2511337,129574634.10426114,Norte de Santander,625822.4890581766,129567692.4682793,853211112264.5768,1363343.6432567416,6585.060642902624,0.999946427508518
2023,54,653259.8370206562,652838.4992299965,30662260.725857466,46.967604946740565,0.0006449773379324508,30682049.95275831,1595466597.543432,132955549.795286,Norte de Santander,652838.4992299965,132869796.47871567,939068442235.6073,1438439.1290391276,7067.583959052997,0.9993550226620675
2024,54,642195.3250474753,642195.3250474753,29974265.974307746,46.674687287846346,0.0,29974265.974307746,1558661830.664003,129888485.88866691,Norte de Santander,642195.3250474753,129888485.8886669,956980232400.016,1490170.0387327948,7367.706427960717,1.0
2025,54,673286.7145479275,673239.3458365746,30712781.380850732,45.61940945784548,7.035444236369592e-05,30714942.313489433,1597177000.3014505,133098083.35845421,Norte de Santander,673239.3458365746,133088719.31701982,1013212193681.9694,1504980.657990125,7613.058408567889,0.9999296455576363
2010,63,254039.902530443,253643.71058514778,12247881.870179841,48.287741264801625,0.0015595658057999673,12267013.084325455,637884680.3849237,53157056.69874364,Quindío,253643.71058514778,53074154.770779304,351545672742.5056,1385982.2186463887,6623.669736443054,0.9984404341942
2011,63,281728.5682870018,280720.34423488966,13818604.215572653,49.225517492277255,0.003578707187000818,13868234.566286035,721148197.4468738,60095683.12057281,Quindío,280720.34423488966,59880618.2674815,366457089511.3692,1305416.928403095,6119.7946867288065,0.9964212928129992
2012,63,294493.07300674747,293663.0735850775,13877960.83364943,47.25810659210726,0.0028184004913791583,13917185.034790097,723693621.809085,60307801.81742375,Quindío,293663.0735850775,60137830.27914753,365549473906.69354,1244792.0994765104,6078.527812025934,0.9971815995086208
2013,63,299102.94861336675,298484.56984580477,13857972.628783682,46.42776889921855,0.0020674445719400802,13886682.575296232,722107493.9154041,60175624.49295034,Quindío,298484.56984580477,60051214.724729285,357612771118.9222,1198094.6663462794,5955.129679860682,0.9979325554280599
2014,63,362483.14589318994,361976.797960377,17148357.96503832,47.37419100247256,0.0013968868306007964,17172345.788721107,892961981.0134976,74413498.41779147,Quindío,361976.797960377,74309551.18183272,469514965840.67645,1297085.8035273047,6318.366325370352,0.9986031131693992
2015,63,291034.9912852692,290665.13899168017,13855230.615506094,47.667328333800214,0.0012708172716816568,13872860.486219611,721388745.2834197,60115728.77361831,Quindío,290665.13899168017,60039332.66719307,369587397945.38715,1271522.960157826,6155.754594976345,0.9987291827283183
2016,63,333566.9293185536,333347.2991426907,15680609.8799135,47.039858790640295,0.0006584291083997496,15690941.252372254,815928945.1233572,67994078.76027976,Quindío,333347.2991426907,67949309.47962517,436813260894.18646,1310384.880926264,6428.516555052946,0.9993415708916003
2017,63,351782.0616517921,351160.62662335567,16465970.852718027,46.89013973761624,0.001766534159014399,16495110.028039262,857745721.4580417,71478810.12150347,Quindío,351160.62662335567,71352540.36177811,483982511717.2247,1378236.8381416798,6782.975199807782,0.9982334658409856
2018,63,346668.8315332204,346263.990820754,15973066.267319955,46.12973537750428,0.0011678024547978616,15991741.46225607,831570556.0373156,69297546.33644296,Quindío,346263.990820754,69216620.4917198,481712020284.1162,1391169.8387762122,6959.48482982844,0.9988321975452021
2019,63,342213.7150530042,341596.0568517785,15605718.068596676,45.68471373007719,0.0018048902602574302,15633935.606702706,812964651.5485407,67747054.29571173,Quindío,341596.0568517785,67624778.29725225,466022642085.3617,1364250.6485008197,6891.300109508784,0.9981951097397426
2021,63,190359.10141735146,190306.39993784184,8478128.365854291,44.54988570338901,0.00027685295379742403,8480476.210742844,440984762.9586279,36748730.246552326,Quindío,190306.39993784184,36738556.25203526,295127567376.60895,1550802.1142379025,8033.183594694452,0.9997231470462026
2022,63,222289.18035856882,222263.727115949,9877372.71246179,44.43987708038852,0.00011450509007571164,9878503.851435112,513682200.27462584,42806850.02288549,Quindío,222263.727115949,42801948.42066775,348259828713.948,1566876.58050596,8136.541479167429,0.9998854949099243
2023,63,220049.191387933,220019.30560644242,9621119.408109115,43.728523647460314,0.00013581409366736352,9622426.269211749,500366165.9990109,41697180.499917574,Quindío,220019.30560644242,41691517.4351395,357895875846.35486,1626656.6920565504,8584.381137077635,0.9998641859063326
2024,63,235888.77959825317,235888.77959825317,10171003.914178923,43.117794460174665,0.0,10171003.914178923,528892203.537304,44074350.29477533,Quindío,235888.77959825317,44074350.29477532,402352194685.5333,1705686.0244509606,9128.942162381214,1.0
2025,63,256407.09811340953,256381.31009855194,10978336.094658026,42.82034478425123,0.00010057449675671126,10979440.34634553,570930898.0099676,47577574.834163964,Quindío,256381.31009855194,47572789.74351811,437819282153.5302,1707687.9823464286,9203.145001879651,0.9998994255032433
2010,66,418703.329710254,418161.634305276,19964482.41196599,47.74345796963061,0.0012937451568700853,19990344.8237659,1039497930.8358268,86624827.56965223,Risaralda,418161.634305276,86512757.11851928,514431198751.6291,1230220.9398198214,5946.304520694877,0.9987062548431299
2011,66,447679.46626982564,447597.33754348033,21086856.87048657,47.1112205139919,0.00018345430722932488,21090726.055023957,1096717754.8612459,91393146.23843716,Risaralda,447597.33754348033,91376379.77210847,590469733246.2393,1319198.4931967566,6461.951488107356,0.9998165456927707
2012,66,439460.8869140671,438873.0433397167,20931143.336956546,47.6929345618397,0.001337647084996063,20959179.32208064,1089877324.7481933,90823110.39568277,Risaralda,438873.0433397167,90701621.1268117,578768622711.9503,1318760.9298298717,6381.017401031484,0.9986623529150039
2013,66,427518.1078785024,427130.2213906234,20580417.783013258,48.18300544505805,0.0009072983827604908,20599107.319770794,1071153580.6280813,89262798.38567345,Risaralda,427130.2213906234,89181810.39305744,582934485170.5912,1364769.9366078808,6536.472881649093,0.9990927016172395
2014,66,445497.8159564528,445318.869356228,21771561.645200804,48.88982511941321,0.000401677839521275,21780310.31319151,1132576136.2859585,94381344.69049655,Risaralda,445318.869356228,94343433.79587014,655649393287.0645,1472314.4209786109,6949.602817146617,0.9995983221604787
2015,66,458080.9488013645,457898.11176826595,22214238.325947806,48.5134962451866,0.0003991369507441167,22223108.389666513,1155601636.2626586,96300136.35522155,Risaralda,457898.11176826595,96261699.4124405,637655068718.1472,1392569.771156543,6624.182542072794,0.9996008630492559
2016,66,482840.4649298043,482692.4417161084,22985179.750291172,47.618685862518056,0.0003065675403105539,22992228.42120452,1195595877.9026349,99632989.82521957,Risaralda,482692.4417161084,99602445.58459508,667706958406.4867,1383296.9002634457,6703.720520992478,0.9996934324596894
2017,66,501529.74837260373,501437.6978717317,23764982.91208285,47.393690209071515,0.000183539463353255,23769345.52500477,1236005967.3002481,103000497.27502067,Risaralda,501437.6978717317,102981592.61902568,711950898532.5184,1419819.2548232307,6913.380152959362,0.9998164605366467
2018,66,492377.38718392875,492377.38718392875,23143749.946308095,47.004087817019695,0.0,23143749.946308095,1203474997.208021,100289583.10066842,Risaralda,492377.38718392875,100289583.1006684,713800570942.4072,1449702.1786984813,7117.394936480197,1.0
2019,66,483462.64245330513,483462.64245330513,22807427.001411,47.175158944393175,0.0,22807427.001411,1185986204.073372,98832183.67278099,Risaralda,483462.64245330513,98832183.67278099,684983158576.6292,1416827.4824725215,6930.7702523755715,1.0
2021,66,339148.47115701414,338926.4301388294,15605973.703337688,46.04531342375761,0.000654701515909073,15616197.651612934,812042277.8838725,67670189.82365604,Risaralda,338926.4301388294,67625886.04779664,608195698179.5682,1794477.0430870266,8993.533892475842,0.9993452984840909
2022,66,397627.6604324977,397287.53038628894,18365858.644831974,46.22812759055025,0.0008553983539243415,18381582.220005494,955842275.4402857,79653522.95335715,Risaralda,397287.53038628894,79585387.46093856,663372551797.9297,1669754.273820077,8335.356187384534,0.9991446016460757
2023,66,416549.8874169062,416522.7348140918,19101308.252702672,45.85898116996719,6.518451603176878e-05,19102553.44340385,993332779.0570003,82777731.58808336,Risaralda,416522.7348140918,82772335.76171158,715551526373.0695,1717917.0944713121,8644.814958865347,0.9999348154839682
2024,66,422915.4710528113,422799.1098531567,19180417.618355185,45.365321665451894,0.0002751405602753332,19185696.381606895,997656211.8435585,83138017.65362988,Risaralda,422799.1098531567,83115143.01287247,768374137996.934,1817350.4155763234,9244.694891253834,0.9997248594397247
2025,66,449847.63761151687,449805.2731192932,20219581.765110906,44.9518557772631,9.417520218313324e-05,20221486.12765542,1051517278.6380819,87626439.88650683,Risaralda,449805.2731192932,87618187.64881393,819524172716.7194,1821953.2355268158,9353.356816754622,0.9999058247978169
2010,68,875956.21370853,875391.7907410417,41318231.78303639,47.19970214486412,0.0006443506634865592,41344872.378985554,2149933363.7072487,179161113.6422707,Santander,875391.7907410417,179045671.05982435,1444808788779.1204,1650471.0280136995,8069.4985822716035,0.9993556493365134
2011,68,933124.7313390813,932353.1338974986,44050493.544255525,47.246576369741,0.0008268963576556487,44086948.881705955,2292521341.8487096,191043445.15405914,Santander,932353.1338974986,190885472.02510726,1547471494763.8088,1659748.2632947695,8106.806025344187,0.9991731036423444
2012,68,932271.0391509479,930360.9886916451,44025407.42451147,47.32077973994142,0.002048814539001853,44115792.501588315,2294021210.0825925,191168434.17354938,Santander,930360.9886916451,190776765.50621635,1635788388720.3098,1758229.771672497,8574.358540883264,0.9979511854609981
2013,68,949893.0314720549,949208.952886027,44450479.702345945,46.82897223756294,0.0007201638114637809,44482514.399459355,2313090748.7718863,192757562.3976572,Santander,949208.952886027,192618745.3768324,1629260156549.3745,1716439.938325152,8458.471439848434,0.9992798361885362
2014,68,967061.9092605794,966240.1666953549,45342667.00915967,46.92691172654979,0.0008497310847997985,45381228.849979915,2359823900.1989555,196651991.68324628,Santander,966240.1666953549,196484890.37302524,1761089675966.0989,1822621.0590988104,8962.977624501722,0.9991502689152002
2015,68,976332.0739683721,975133.4669172176,45343958.845809124,46.50025907649268,0.001227663295217396,45399694.384218715,2360784107.979373,196732008.9982811,Santander,975133.4669172176,196490488.33183953,1626648666022.855,1668129.2573880523,8278.510984591365,0.9987723367047826
2016,68,974750.8507883821,974116.418181574,44981878.67994667,46.17710762325136,0.0006508664304267775,45011174.94271095,2340581097.0209694,195048424.75174746,Santander,974116.418181574,194921474.27976888,1538839483429.4932,1579728.5157169537,7894.663679902256,0.9993491335695732
2017,68,963392.6110160121,963135.0764190216,45072927.56138265,46.7981373173177,0.0002673205026131331,45084979.70081658,2344418944.442462,195368245.37020516,Santander,963135.0764190216,195316019.43265814,1521487589081.6082,1579723.9933764697,7789.87608646301,0.9997326794973869
2018,68,958464.6881546152,958348.8238786745,44456709.53881854,46.388860121819995,0.00012088528390519215,44462084.350508265,2312028386.22643,192669032.18553582,Santander,958348.8238786745,192645741.33488032,1636755102816.385,1707890.7617291505,8496.191462499955,0.9998791147160948
2019,68,972663.1902861984,972156.467621323,44230495.84423445,45.49730142973573,0.0005209641630690154,44253550.35805957,2301184618.6190977,191765384.8849248,Santander,972156.467621323,191665481.99168262,1646046754725.136,1693191.1781163078,8588.1231070943,0.999479035836931
2021,68,807385.3195205884,807220.602561973,36813166.64132902,45.604840268559364,0.00020401282341020455,36820678.5319162,1914675283.6596425,159556273.63830355,Santander,807220.602561973,159523722.11242574,1366197963749.8767,1692471.623511355,8564.230734204137,0.9997959871765898
2022,68,946069.9351139069,945828.9056390127,43509056.6889979,46.000980123992605,0.0002547691940608665,43520144.2810818,2263047502.616254,188587291.8846878,Santander,945828.9056390127,188539245.65232423,1613186547617.5964,1705579.6645670386,8556.23741378701,0.9997452308059391
2023,68,1011343.0213592292,1011281.1410742494,47217876.6823285,46.691147263134525,6.118624806117356e-05,47220765.943827175,2455479829.079013,204623319.08991775,Santander,1011281.1410742494,204610798.9567568,1829988903569.8708,1809574.8345766007,8943.755231397281,0.9999388137519388
2024,68,1009902.5625092613,1009780.1357619052,46058670.8925507,45.61257372903086,0.00012122629637845161,46064255.09159088,2395341264.762726,199611772.0635605,Santander,1009780.1357619052,199587573.86771968,1816235641604.8506,1798644.652713884,9099.943480492399,0.9998787737036215
