anio,depto,departamento,pib_miles_millones_2015,ocupados,ocupados_horas_validas,horas_sem_expandidas_validas,horas_semanales_promedio,share_ocupados_sin_horas_validas,horas_sem_expandidas,horas_anuales,pib_pesos_2015,pib_por_trabajador_millones_2015,pib_por_hora_pesos_2015,horas_semanales_por_trabajador
2019,54,Norte de Santander,13549.79890243352,615448.5593656378,615232.8591562187,29610524.597324632,48.128971261279766,0.0003504764226622825,29620906.02650482,1540287113.3782506,13549798902433.52,22.016135542505328,8796.930640233224,48.128971261279766
2021,54,Norte de Santander,14177.8387670666,520096.62913986715,519585.0150093413,24944770.651039008,48.009026300711426,0.0009836905333763246,24969332.74728724,1298405302.8589365,14177838767066.6,27.26000895355509,10919.42457093225,48.009026300711426
2022,54,Norte de Santander,15164.150455032552,625856.0177243551,625822.4890581766,29900236.72344907,47.777504398167345,5.3572491481967965e-05,29901838.639444876,1554895609.2511337,15164150455032.55,24.229455378842864,9752.519953629482,47.77750439816735
2023,54,Norte de Santander,15364.076335014488,653259.8370206562,652838.4992299965,30662260.725857466,46.967604946740565,0.0006449773379324508,30682049.95275831,1595466597.543432,15364076335014.488,23.519089134709304,9629.832651257524,46.967604946740565
2024,54,Norte de Santander,15628.732391989028,642195.3250474753,642195.3250474753,29974265.974307746,46.674687287846346,0.0,29974265.974307746,1558661830.664003,15628732391989.027,24.336415701614847,10027.019385809337,46.674687287846346
2010,63,Quindío,5103.625939220887,254039.902530443,253643.71058514778,12247881.870179841,48.287741264801625,0.0015595658057999673,12267013.084325455,637884680.3849237,5103625939220.887,20.089859460599072,8000.859867243035,48.287741264801625
2011,63,Quindío,5456.322083332396,281728.5682870018,280720.34423488966,13818604.215572653,49.225517492277255,0.003578707187000818,13868234.566286035,721148197.4468738,5456322083332.3955,19.36730135856845,7566.159220323582,49.22551749227725
2012,63,Quindío,5868.606160467311,294493.07300674747,293663.0735850775,13877960.83364943,47.25810659210726,0.0028184004913791583,13917185.034790097,723693621.809085,5868606160467.312,19.927824109916667,8109.241236363262,47.25810659210726
2013,63,Quindío,5933.025547519642,299102.94861336675,298484.56984580477,13857972.628783682,46.42776889921855,0.0020674445719400802,13886682.575296232,722107493.9154041,5933025547519.642,19.836065057282077,8216.263641510835,46.42776889921855
2014,63,Quindío,6103.736923208317,362483.14589318994,361976.797960377,17148357.96503832,47.37419100247256,0.0013968868306007964,17172345.788721107,892961981.0134976,6103736923208.317,16.8386778595407,6835.382751996533,47.374191002472564
2015,63,Quindío,6380.692344865627,291034.9912852692,290665.13899168017,13855230.615506094,47.667328333800214,0.0012708172716816568,13872860.486219611,721388745.2834197,6380692344865.627,21.924141549740128,8845.012327380817,47.66732833380021
2016,63,Quindío,6624.063695955645,333566.9293185536,333347.2991426907,15680609.8799135,47.039858790640295,0.0006584291083997496,15690941.252372254,815928945.1233572,6624063695955.645,19.858274648173293,8118.43204674419,47.039858790640295
2017,63,Quindío,6735.936197253357,351782.0616517921,351160.62662335567,16465970.852718027,46.89013973761624,0.001766534159014399,16495110.028039262,857745721.4580417,6735936197253.357,19.14803775276312,7853.068839333008,46.890139737616245
2018,63,Quindío,6792.748142425209,346668.8315332204,346263.990820754,15973066.267319955,46.12973537750428,0.0011678024547978616,15991741.46225607,831570556.0373156,6792748142425.209,19.59434343255712,8168.577029464224,46.12973537750428
2019,63,Quindío,6968.49650094416,342213.7150530042,341596.0568517785,15605718.068596676,45.68471373007719,0.0018048902602574302,15633935.606702706,812964651.5485407,6968496500944.16,20.36299597128898,8571.709099123214,45.68471373007719
2021,63,Quindío,7320.090567103196,190359.10141735146,190306.39993784184,8478128.365854291,44.54988570338901,0.00027685295379742403,8480476.210742844,440984762.9586279,7320090567103.196,38.45411389631597,16599.418351762757,44.54988570338901
2022,63,Quindío,7774.862443110176,222289.18035856882,222263.727115949,9877372.71246179,44.43987708038852,0.00011450509007571164,9878503.851435112,513682200.27462584,7774862443110.176,34.97634221588631,15135.549643249391,44.43987708038852
2023,63,Quindío,7799.070342328842,220049.191387933,220019.30560644242,9621119.408109115,43.728523647460314,0.00013581409366736352,9622426.269211749,500366165.9990109,7799070342328.843,35.44239491696004,15586.726026444121,43.72852364746031
2024,63,Quindío,7970.451714641012,235888.77959825317,235888.77959825317,10171003.914178923,43.117794460174665,0.0,10171003.914178923,528892203.537304,7970451714641.012,33.78902433687455,15070.08736626014,43.117794460174665
2010,66,Risaralda,10503.061453880591,418703.329710254,418161.634305276,19964482.41196599,47.74345796963061,0.0012937451568700853,19990344.8237659,1039497930.8358268,10503061453880.592,25.084733529940625,10103.975334934452,47.74345796963061
2011,66,Risaralda,10665.176060044323,447679.46626982564,447597.33754348033,21086856.87048657,47.1112205139919,0.00018345430722932488,21090726.055023957,1096717754.8612459,10665176060044.322,23.82324154580769,9724.63153146787,47.11122051399191
2012,66,Risaralda,10977.94262345112,439460.8869140671,438873.0433397167,20931143.336956546,47.6929345618397,0.001337647084996063,20959179.32208064,1089877324.7481933,10977942623451.12,24.98047710352381,10072.640630437447,47.69293456183971
2013,66,Risaralda,11814.715994659879,427518.1078785024,427130.2213906234,20580417.783013258,48.18300544505805,0.0009072983827604908,20599107.319770794,1071153580.6280813,11814715994659.879,27.63559198296587,11029.899174432303,48.18300544505804
2014,66,Risaralda,12366.56066412632,445497.8159564528,445318.869356228,21771561.645200804,48.88982511941321,0.000401677839521275,21780310.31319151,1132576136.2859585,12366560664126.32,27.75897035000312,10918.966299854961,48.88982511941321
2015,66,Risaralda,12655.73442082919,458080.9488013645,457898.11176826595,22214238.325947806,48.5134962451866,0.0003991369507441167,22223108.389666513,1155601636.2626586,12655734420829.191,27.6277248681587,10951.641139726327,48.5134962451866
2016,66,Risaralda,13027.281363017793,482840.4649298043,482692.4417161084,22985179.750291172,47.618685862518056,0.0003065675403105539,22992228.42120452,1195595877.9026349,13027281363017.793,26.98050869641116,10896.057441976802,47.61868586251805
2017,66,Risaralda,13202.218898587202,501529.74837260373,501437.6978717317,23764982.91208285,47.393690209071515,0.000183539463353255,23769345.52500477,1236005967.3002481,13202218898587.201,26.3238999110753,10681.355307227368,47.39369020907152
2018,66,Risaralda,13551.495620999623,492377.38718392875,492377.38718392875,23143749.946308095,47.004087817019695,0.0,23143749.946308095,1203474997.208021,13551495620999.623,27.522579171446452,11260.305076913239,47.004087817019695
2019,66,Risaralda,13969.195250802206,483462.64245330513,483462.64245330513,22807427.001411,47.175158944393175,0.0,22807427.001411,1185986204.073372,13969195250802.205,28.89405307495172,11778.547847204123,47.175158944393175
2021,66,Risaralda,14690.78917186427,339148.47115701414,338926.4301388294,15605973.703337688,46.04531342375761,0.000654701515909073,15616197.651612934,812042277.8838725,14690789171864.27,43.316689949231524,18091.162950465434,46.045313423757605
2022,66,Risaralda,15906.17548569544,397627.6604324977,397287.53038628894,18365858.644831974,46.22812759055025,0.0008553983539243415,18381582.220005494,955842275.4402857,15906175485695.44,40.00268861676869,16641.0043732044,46.22812759055026
2023,66,Risaralda,16113.093793137878,416549.8874169062,416522.7348140918,19101308.252702672,45.85898116996719,6.518451603176878e-05,19102553.44340385,993332779.0570003,16113093793137.877,38.68226659010233,16221.24441361384,45.85898116996718
2024,66,Risaralda,16348.008932040064,422915.4710528113,422799.1098531567,19180417.618355185,45.365321665451894,0.0002751405602753332,19185696.381606895,997656211.8435585,16348008932040.064,38.655499859920276,16386.415217954436,45.3653216654519
2010,68,Santander,42785.68473514107,875956.21370853,875391.7907410417,41318231.78303639,47.19970214486412,0.0006443506634865592,41344872.378985554,2149933363.7072487,42785684735141.07,48.84454732503078,19900.935283577048,47.19970214486412
2011,68,Santander,44685.39876594878,933124.7313390813,932353.1338974986,44050493.544255525,47.246576369741,0.0008268963576556487,44086948.881705955,2292521341.8487096,44685398765948.78,47.887916015067965,19491.813642142184,47.24657636974099
2012,68,Santander,45841.493848917395,932271.0391509479,930360.9886916451,44025407.42451147,47.32077973994142,0.002048814539001853,44115792.501588315,2294021210.0825925,45841493848917.4,49.17185230881661,19983.029645687955,47.32077973994142
2013,68,Santander,47680.20788791018,949893.0314720549,949208.952886027,44450479.702345945,46.82897223756294,0.0007201638114637809,44482514.399459355,2313090748.7718863,47680207887910.18,50.1953444315934,20613.202449244818,46.82897223756293
2014,68,Santander,52134.65967115733,967061.9092605794,966240.1666953549,45342667.00915967,46.92691172654979,0.0008497310847997985,45381228.849979915,2359823900.1989555,52134659671157.33,53.910364136893534,22092.60600622016,46.92691172654979
2015,68,Santander,51999.22965436837,976332.0739683721,975133.4669172176,45343958.845809124,46.50025907649268,0.001227663295217396,45399694.384218715,2360784107.979373,51999229654368.37,53.25977814394005,22026.25368351671,46.500259076492675
2016,68,Santander,53175.383014299165,974750.8507883821,974116.418181574,44981878.67994667,46.17710762325136,0.0006508664304267775,45011174.94271095,2340581097.0209694,53175383014299.164,54.55279466675071,22718.880829200665,46.17710762325136
2017,68,Santander,54065.427685436334,963392.6110160121,963135.0764190216,45072927.56138265,46.7981373173177,0.0002673205026131331,45084979.70081658,2344418944.442462,54065427685436.336,56.11982806097911,23061.3337320109,46.7981373173177
2018,68,Santander,54942.33383574756,958464.6881546152,958348.8238786745,44456709.53881854,46.388860121819995,0.00012088528390519215,44462084.350508265,2312028386.22643,54942333835747.56,57.32327389288702,23763.693457683505,46.38886012182
2019,68,Santander,56514.668508560215,972663.1902861984,972156.467621323,44230495.84423445,45.49730142973573,0.0005209641630690154,44253550.35805957,2301184618.6190977,56514668508560.21,58.10301970194968,24558.945880002324,45.497301429735735
2021,68,Santander,57117.604969578664,807385.3195205884,807220.602561973,36813166.64132902,45.604840268559364,0.00020401282341020455,36820678.5319162,1914675283.6596425,57117604969578.664,70.74392311652895,29831.48393726904,45.604840268559364
2022,68,Santander,61011.03257653691,946069.9351139069,945828.9056390127,43509056.6889979,46.000980123992605,0.0002547691940608665,43520144.2810818,2263047502.616254,61011032576536.914,64.4889244569337,26959.67826835431,46.000980123992605
2023,68,Santander,61497.4357857824,1011343.0213592292,1011281.1410742494,47217876.6823285,46.691147263134525,6.118624806117356e-05,47220765.943827175,2455479829.079013,61497435785782.4,60.80769282723759,25044.976976597074,46.69114726313452
2024,68,Santander,62586.91370183193,1009902.5625092613,1009780.1357619052,46058670.8925507,45.61257372903086,0.00012122629637845161,46064255.09159088,2395341264.762726,62586913701831.93,61.9732200167162,26128.599971341275,45.61257372903086
2010,70,Sucre,5205.7097818538,298255.95407794014,298247.5286444103,13554088.21410102,45.44576874016974,2.8249003631408698e-05,13554471.114404753,704832497.9490471,5205709781853.801,17.453833563682842,7385.740295746304,45.44576874016973
2011,70,Sucre,5553.174475651619,306965.5158257859,306956.710746259,13391881.447838508,43.62791553011101,2.8684262801226268e-05,13392265.59510434,696397810.9454257,5553174475651.619,18.09054825169107,7974.14119971552,43.62791553011102
2012,70,Sucre,5855.249637376749,342985.5858327419,342985.5858327419,14721644.271746866,42.922049438328074,0.0,14721644.271746866,765525502.1308371,5855249637376.749,17.071416057210293,7648.6669889882,42.922049438328074
2013,70,Sucre,6133.847454926351,356178.62508845615,356149.87563876587,15410428.954708725,43.26950536503668,8.071638123463565e-05,15411672.929176342,801406992.3171698,6133847454926.351,17.22126770915302,7653.848186663664,43.26950536503668
2014,70,Sucre,6468.790898497221,359468.5955626244,359460.29976112756,15797989.655402984,43.94919179086323,2.3077958962836043e-05,15798354.249174027,821514420.9570494,6468790898497.221,17.995427078609065,7874.2268345833745,43.949191790863225
2015,70,Sucre,6577.321279881526,342656.40942775377,342551.99393543176,14802754.129538681,43.21316002127513,0.00030472359322386566,14807266.252917092,769977845.1516888,6577321279881.525,19.19509193149442,8542.221469483666,43.21316002127514
2016,70,Sucre,6807.148534631853,362169.8955904667,362160.0518323109,15392926.935464483,42.50310562301275,2.7179945864097554e-05,15393345.325757105,800453956.9393694,6807148534631.854,18.795456545425353,8504.110043580511,42.50310562301275
2017,70,Sucre,6981.911252964909,373982.54245514073,373982.54245514073,15602148.333133953,41.71892150555512,0.0,15602148.333133953,811311713.3229655,6981911252964.909,18.669083340440658,8605.7074467327,41.71892150555512
2018,70,Sucre,7108.14543151222,383939.4567426089,383932.9890653754,15729494.698427346,40.969375246233284,1.6845565413814434e-05,15729759.675122896,817947503.1063906,7108145431512.22,18.513714354389695,8690.222055226033,40.969375246233284
2019,70,Sucre,7365.709263754478,378068.90054633934,378068.90054633934,15397942.819764446,40.72787472736638,0.0,15397942.819764446,800693026.6277512,7365709263754.479,19.482452148564583,9199.16749465942,40.72787472736638
2021,70,Sucre,7676.9808021355675,370640.523743852,370608.7580552432,14838826.957923029,40.03906177444178,8.570484492076424e-05,14840098.826291544,771685138.9671603,7676980802135.567,20.712740000985686,9948.333088817286,40.03906177444178
2022,70,Sucre,8040.84066299972,381737.3677641551,381727.3572661082,15088898.04709816,39.52794516788968,2.6223521436996577e-05,15089293.741516061,784643274.5588351,8040840662999.72,21.063802870793385,10247.765989609321,39.52794516788968
2023,70,Sucre,8050.415425419876,363495.05420266534,363495.05420266534,15048285.337080035,41.39887231777827,0.0,15048285.337080033,782510837.5281618,8050415425419.876,22.147248861689867,10287.928344673117,41.39887231777827
2024,70,Sucre,8123.3195009249675,369316.4532408935,369316.4532408935,15072425.28618481,40.811681022923565,0.0,15072425.286184812,783766114.8816103,8123319500924.968,21.995552674785333,10364.468872390604,40.81168102292357
2010,73,Tolima,14820.06576174138,491270.9001795661,489514.7459893495,22650443.996765215,46.27121896192689,0.0035747164946564602,22731703.391831633,1182048576.3752449,14820065761741.38,30.16678935455865,12537.611446720026,46.27121896192689
2011,73,Tolima,15312.309938881068,488669.0178810458,488196.15597089165,22363063.861034255,45.80753778480722,0.0009676527319136818,22384724.50085064,1164005674.0442333,15312309938881.068,31.334726325147273,13154.84132107348,45.80753778480722
2012,73,Tolima,15830.125242105936,505362.92441389087,504256.0488548389,22363581.912898835,44.349655227113956,0.0021902587340290047,22412671.462322112,1165458916.0407498,15830125242105.936,31.32427108788279,13582.739832548883,44.349655227113956
2013,73,Tolima,16616.43736922518,512220.77487402677,510746.8496537017,23289020.19101728,45.59797129792926,0.0028775194069150523,23356228.19090896,1214523865.927266,16616437369225.18,32.439991082579084,13681.441621189424,45.59797129792926
2014,73,Tolima,17182.19853385976,510845.0993601897,510339.04543948936,23209978.410717398,45.4795270284084,0.0009906210734607068,23232993.50368172,1208115662.1914494,17182198533859.758,33.634850476944344,14222.312541410382,45.4795270284084
2015,73,Tolima,17380.832886711047,521432.5450529015,521073.9213450141,23704463.790729564,45.49155660974699,0.0006877662533529838,23720778.141438518,1233480463.3548028,17380832886711.047,33.33285014833067,14090.886238634783,45.491556609746986
2016,73,Tolima,17707.73831455761,507058.8880885709,506852.5686794079,23045358.370903693,45.46757734886856,0.00040689437461749467,23054739.214598384,1198846439.159116,17707738314557.61,34.92244930625197,14770.647629381132,45.46757734886856
2017,73,Tolima,17935.71543775977,506030.627129417,505796.352596193,22403525.88692794,44.29356948094482,0.0004629651263460266,22413902.74224291,1165522942.5966313,17935715437759.77,35.44393259258737,15388.556314302456,44.29356948094482
2018,73,Tolima,18119.89221676847,482353.85534259904,482206.75583715766,21426092.54163407,44.43341426114261,0.00030496181135919453,21432628.67489696,1114496691.094642,18119892216768.47,37.56555901040439,16258.363404355541,44.43341426114261
2019,73,Tolima,18511.822141456196,458227.23584269657,458156.1643332519,21555976.060864415,47.04940747056087,0.00015510101514149,21559319.933271825,1121084636.530135,18511822141456.195,40.39878185636932,16512.421576618934,47.049407470560865
2021,73,Tolima,18732.550985507864,403813.9782703235,403575.86793440854,18273586.050669786,45.279184169752476,0.000589653525454592,18284367.492422402,950787109.6059649,18732550985507.863,46.389060293915364,19702.150771975867,45.279184169752476
2022,73,Tolima,19647.318023103704,480780.9814020793,480417.9877243042,21621470.23064931,45.005538475085466,0.0007550083963731025,21637806.956580628,1125165961.7421927,19647318023103.703,40.86542268333315,17461.706709188078,45.005538475085466
2023,73,Tolima,19826.489814651715,504770.6328410592,504566.72309501626,22872388.994081985,45.33075200398189,0.0004039651532324884,22881632.37621105,1189844883.5629747,19826489814651.715,39.278215737433015,16663.08784325025,45.33075200398189
2024,73,Tolima,20323.273624119254,507517.6378363845,507290.9797817952,23076489.06903149,45.489649902621075,0.0004466013349913034,23086799.664582368,1200513582.558283,20323273624119.254,40.044467638129944,16928.81606621272,45.489649902621075
2010,76,Valle del Cauca,63805.174121525146,1576468.7412397896,1572193.049264143,73798525.43386418,46.939862422369316,0.0027121958487321685,73999225.82696146,3847959743.001996,63805174121525.15,40.4734787645371,16581.559679142425,46.93986242236932
2011,76,Valle del Cauca,66669.53011067327,1555952.5800445396,1553472.2943529817,74066599.59706618,47.678094978780926,0.001594062520521633,74184854.89384279,3857612454.479825,66669530110673.266,42.84804753417667,17282.58888039681,47.67809497878092
2012,76,Valle del Cauca,69200.5085499362,1561964.8729592185,1560882.6320507484,72903163.71057941,46.706371263031095,0.0006928714769491862,72953711.25624646,3793592985.324816,69200508549936.2,44.30349859202177,18241.41620295913,46.7063712630311
2013,76,Valle del Cauca,72245.75549664536,1575261.7149835946,1572968.4968062984,72406520.4221683,46.03176768586277,0.0014557696384566166,72512081.3085586,3770628228.0450473,72245755496645.36,45.862700025943155,19160.13754930767,46.031767685862775
2014,76,Valle del Cauca,75900.94881265119,1598280.4001437454,1597599.3887529983,73829571.33746044,46.2128189690207,0.0004260900594700301,73861042.79357687,3840774225.265997,75900948812651.19,47.48913194820186,19761.887671852044,46.212818969020695
2015,76,Valle del Cauca,78074.26193077292,1616361.4142583576,1615593.296521633,73100758.73304835,45.247005474975694,0.0004752141012207556,73135513.76048736,3803046715.545343,78074261930772.92,48.30247817230659,20529.398603397738,45.247005474975694
2016,76,Valle del Cauca,80021.62159860555,1593835.6329634972,1592779.4776496135,72089335.4542809,45.26008557107955,0.000662650082631111,72137137.13416362,3751131130.976508,80021621598605.55,50.20694728089207,21332.66441628609,45.26008557107954
2017,76,Valle del Cauca,81446.8440557551,1555365.5267627519,1554804.0253693939,69580690.31863718,44.75206468680581,0.00036100928283189226,69605818.66531447,3619502570.596352,81446844055755.1,52.36508245445935,22502.220254629035,44.75206468680581
2018,76,Valle del Cauca,84172.2818451948,1552833.041336818,1552270.5447085318,70007907.83940053,45.10032615000489,0.00036223896150600066,70033276.6207945,3641730384.2813144,84172281845194.8,54.205622629417874,23113.265663077353,45.10032615000489
2019,76,Valle del Cauca,87022.56078663413,1650313.7784424024,1650012.6914641056,74563361.47568819,45.18956845691041,0.00018244226172603462,74576967.46630542,3878002308.247882,87022560786634.12,52.73091815834422,22440.048733738826,45.18956845691041
2021,76,Valle del Cauca,89970.37691835914,1414556.5466411312,1412940.2479777262,64754859.189107575,45.829863847242024,0.0011426186300171892,64828933.9367879,3371104564.7129707,89970376918359.14,63.60323815403073,26688.693628825356,45.829863847242024
2022,76,Valle del Cauca,97055.23871654722,1889224.5507014592,1888125.0055290859,86119172.77106921,45.61094870248652,0.0005820087252015327,86169324.0695224,4480804851.615165,97055238716547.22,51.37305604064436,21660.224430787785,45.61094870248652
2023,76,Valle del Cauca,97519.9390744033,1927816.0064535756,1926855.1446329586,86786305.61940631,45.040389186047506,0.000498419878972034,86829583.20976092,4515138326.907568,97519939074403.3,50.58570877508258,21598.438854739365,45.040389186047506
2024,76,Valle del Cauca,99509.13857737576,1825807.5991241753,1824860.4097525333,81603377.27725965,44.717599681131645,0.0005187783050614181,81645733.31240295,4245578132.244953,99509138577375.77,54.5014374050746,23438.301092991045,44.71759968113164
