anio,depto,departamento,ocupados,pib_por_trabajador_millones_2015,ocupados_remuneracion_valida,rem_total_mensual,rem_por_trabajador,share_ocupados_remuneracion_valida
2011,52,Nariño,635105.5744803189,15.475080495743883,634977.756650398,662435593550.882,1043032.2456119616,0.999798745539235
2012,52,Nariño,623276.4892015952,16.648256812323257,623249.6632444048,616007964620.8738,988338.2018949051,0.9999569597800413
2013,52,Nariño,640148.8287549209,17.24164471756028,640109.7046290103,639515629809.6831,999010.8566683324,0.9999388827657677
2014,52,Nariño,619344.9242966219,18.679541596864556,619331.1872532051,629105028242.4652,1015758.7534231069,0.999977820043601
2015,52,Nariño,686184.166556778,17.82282887552733,686169.8337376711,679511814247.2354,990276.1494147788,0.9999791122852939
2016,52,Nariño,680110.445596126,18.761837587017673,680094.6268764777,663223349271.324,975170.0676939313,0.9999767409547218
2017,52,Nariño,707523.9922173521,17.584276580822788,707497.3283537071,735202349434.3782,1039120.0263474927,0.9999623138382043
2018,52,Nariño,727787.2267145301,17.37127013012254,727701.6500662102,742354497586.2544,1020015.837509935,0.9998824152923015
2019,52,Nariño,724805.9395477596,18.023736668065638,724794.3243650761,754505132428.7086,1040975.3718346731,0.9999839747689007
2021,52,Nariño,751107.8141664697,18.29986202737867,750836.1245441664,786420737374.7638,1047014.4532412861,0.9996382814594934
2022,52,Nariño,806822.2048889796,17.77837254974645,806600.3563985825,794013074303.8481,984123.9736493197,0.9997250342280458
2023,52,Nariño,824826.6626084788,17.39067373915015,824457.6221557416,854843804081.4265,1036392.0600942018,0.9995525842344012
2024,52,Nariño,824688.2288883963,17.779848211548238,824395.2087859184,870818804856.2397,1055936.988490818,0.9996446898449456
2010,54,Norte de Santander,522222.97659854864,20.501672907279513,521768.3454062616,671510413839.2542,1285869.1477212962,0.9991294308893718
2011,54,Norte de Santander,567181.9968380888,19.299963712981402,566981.8732433895,776095119540.3958,1368335.2501788673,0.9996471615886701
2012,54,Norte de Santander,577499.8004485627,19.251079094400268,577419.5959129237,768438867513.6088,1330630.5334075224,0.9998611176392153
2013,54,Norte de Santander,565523.9572189985,20.682589403610294,565313.5963387303,739938961171.1707,1308413.1126997157,0.9996280248120653
2014,54,Norte de Santander,552809.7225273908,22.16568437557162,552576.3251467436,726989128673.5491,1315080.2148519158,0.9995777979815909
2015,54,Norte de Santander,555526.4268258071,22.562427746395155,555418.213671363,704957303948.5784,1268989.6824109636,0.9998052061086231
2016,54,Norte de Santander,561297.120377301,23.234100640499328,561265.6521845062,687450093860.3959,1224752.5756025533,0.9999439366573382
2017,54,Norte de Santander,560793.3416176747,23.074489969508477,560793.3416176747,663543729188.0105,1183223.2659431016,1.0
2018,54,Norte de Santander,556433.9476038124,23.987323051716217,556433.9476038124,663192988518.1122,1191862.9180948418,1.0
2019,54,Norte de Santander,615448.5593656378,22.016135542505328,615232.8591562187,726267641566.3915,1180062.298488404,0.9996495235773377
2021,54,Norte de Santander,520096.62913986715,27.26000895355509,519585.0150093413,645064876455.4724,1240278.9026382982,0.9990163094666237
2022,54,Norte de Santander,625856.0177243551,24.229455378842864,625822.4890581768,853211112264.5767,1363270.605541026,0.9999464275085183
2023,54,Norte de Santander,653259.8370206562,23.519089134709304,652838.4992299965,939068442235.6074,1437511.3683989022,0.9993550226620675
2024,54,Norte de Santander,642195.3250474753,24.336415701614847,642195.3250474753,956980232400.016,1490170.0387327948,1.0
2010,63,Quindío,254039.902530443,20.089859460599072,253643.71058514778,351545672742.5056,1383820.688170741,0.9984404341942
2011,63,Quindío,281728.5682870018,19.36730135856845,280720.34423488966,366457089511.36914,1300745.2234593863,0.9964212928129992
2012,63,Quindío,294493.07300674747,19.927824109916667,293663.0735850775,365549473906.69354,1241283.7768116808,0.9971815995086208
2013,63,Quindío,299102.94861336675,19.836065057282077,298484.5698458048,357612771118.92224,1195617.6720316715,0.9979325554280601
2014,63,Quindío,362483.14589318994,16.8386778595407,361976.79796037707,469514965840.6764,1295273.9214501982,0.9986031131693994
2015,63,Quindío,291034.9912852692,21.924141549740128,290665.13899168017,369587397945.3871,1269907.0868187177,0.9987291827283183
2016,63,Quindío,333566.9293185536,19.858274648173293,333347.2991426907,436813260894.1864,1309522.085377455,0.9993415708916003
2017,63,Quindío,351782.0616517921,19.14803775276312,351160.62662335567,483982511717.22473,1375802.1356878905,0.9982334658409856
2018,63,Quindío,346668.8315332204,19.59434343255712,346263.990820754,481712020284.1162,1389545.2272234487,0.9988321975452021
2019,63,Quindío,342213.7150530042,20.36299597128898,341596.0568517785,466022642085.36176,1361788.3257927906,0.9981951097397426
2021,63,Quindío,190359.10141735146,38.45411389631597,190306.3999378418,295127567376.60895,1550372.7700918203,0.9997231470462025
2022,63,Quindío,222289.18035856882,34.97634221588631,222263.72711594898,348259828713.948,1566697.1651619717,0.9998854949099242
2023,63,Quindío,220049.191387933,35.44239491696004,220019.30560644245,357895875846.35486,1626435.7691522108,0.9998641859063327
2024,63,Quindío,235888.77959825317,33.78902433687455,235888.77959825314,402352194685.5333,1705686.0244509606,0.9999999999999999
2010,66,Risaralda,418703.329710254,25.084733529940625,418161.634305276,514431198751.6291,1228629.3474370495,0.9987062548431299
2011,66,Risaralda,447679.46626982564,23.82324154580769,447597.33754348033,590469733246.2393,1318956.4805510892,0.9998165456927707
2012,66,Risaralda,439460.8869140671,24.98047710352381,438873.0433397166,578768622711.9503,1316996.8931162779,0.9986623529150037
2013,66,Risaralda,427518.1078785024,27.63559198296587,427130.2213906234,582934485170.5913,1363531.6830515566,0.9990927016172395
2014,66,Risaralda,445497.8159564528,27.75897035000312,445318.86935622804,655649393287.0643,1471723.024902896,0.9995983221604788
2015,66,Risaralda,458080.9488013645,27.6277248681587,457898.11176826595,637655068718.1472,1392013.945104385,0.9996008630492559
2016,66,Risaralda,482840.4649298043,26.98050869641116,482692.4417161085,667706958406.4867,1382872.8263352127,0.9996934324596897
2017,66,Risaralda,501529.74837260373,26.3238999110753,501437.6978717317,711950898532.5184,1419558.6619591417,0.9998164605366467
2018,66,Risaralda,492377.38718392875,27.522579171446452,492377.38718392875,713800570942.4072,1449702.1786984813,1.0
2019,66,Risaralda,483462.64245330513,28.89405307495172,483462.64245330513,684983158576.6292,1416827.4824725215,1.0
2021,66,Risaralda,339148.47115701414,43.316689949231524,338926.4301388294,608195698179.5684,1793302.1962466538,0.9993452984840909
2022,66,Risaralda,397627.6604324977,40.00268861676869,397287.53038628894,663372551797.9297,1668325.9687627933,0.9991446016460757
2023,66,Risaralda,416549.8874169062,38.68226659010233,416522.7348140918,715551526373.0693,1717805.1128769259,0.9999348154839682
2024,66,Risaralda,422915.4710528113,38.655499859920276,422799.1098531567,768374137996.934,1816850.388764765,0.9997248594397247
2010,68,Santander,875956.21370853,48.84454732503078,875391.7907410418,1444808788779.1204,1649407.5459117335,0.9993556493365136
2011,68,Santander,933124.7313390813,47.887916015067965,932353.1338974986,1547471494763.8088,1658375.8235012256,0.9991731036423444
2012,68,Santander,932271.0391509479,49.17185230881661,930360.9886916452,1635788388720.31,1754627.4849533888,0.9979511854609983
2013,68,Santander,949893.0314720549,50.1953444315934,949208.952886027,1629260156549.3745,1715203.8203970192,0.9992798361885362
2014,68,Santander,967061.9092605794,53.910364136893534,966240.1666953549,1761089675966.0989,1821072.3213290835,0.9991502689152002
2015,68,Santander,976332.0739683721,53.25977814394005,975133.4669172176,1626648666022.855,1666081.3563270785,0.9987723367047826
2016,68,Santander,974750.8507883821,54.55279466675071,974116.418181574,1538839483429.4932,1578700.3234568855,0.9993491335695732
2017,68,Santander,963392.6110160121,56.11982806097911,963135.0764190216,1521487589081.6082,1579301.7007645704,0.9997326794973869
2018,68,Santander,958464.6881546152,57.32327389288702,958348.8238786745,1636755102816.385,1707684.30286954,0.9998791147160948
2019,68,Santander,972663.1902861984,58.10301970194968,972156.467621323,1646046754725.136,1692309.0861912847,0.999479035836931
2021,68,Santander,807385.3195205884,70.74392311652895,807220.602561973,1366197963749.877,1692126.337596901,0.9997959871765898
2022,68,Santander,946069.9351139069,64.4889244569337,945828.9056390126,1613186547617.5964,1705145.1354104902,0.999745230805939
2023,68,Santander,1011343.0213592292,60.80769282723759,1011281.1410742495,1829988903569.8706,1809464.1134818867,0.9999388137519389
2024,68,Santander,1009902.5625092613,61.9732200167162,1009780.1357619052,1816235641604.8506,1798426.6096841346,0.9998787737036215
2010,70,Sucre,298255.95407794014,17.453833563682842,298247.5286444103,286913813255.3062,961971.787427687,0.9999717509963686
2011,70,Sucre,306965.5158257859,18.09054825169107,306956.71074625896,333819956554.78766,1087483.5750092615,0.9999713157371987
2012,70,Sucre,342985.5858327419,17.071416057210293,342985.5858327419,340818286870.9866,993681.0785896634,1.0
2013,70,Sucre,356178.62508845615,17.22126770915302,356149.87563876587,371505767607.22876,1043032.1794716518,0.9999192836187654
2014,70,Sucre,359468.5955626244,17.995427078609065,359460.2997611276,392392468309.5685,1091590.4008121018,0.9999769220410373
2015,70,Sucre,342656.40942775377,19.19509193149442,342551.9939354318,368178445506.91034,1074482.87957543,0.9996952764067764
2016,70,Sucre,362169.8955904667,18.795456545425353,362160.0518323109,376072385990.149,1038386.6538023992,0.9999728200541359
2017,70,Sucre,373982.54245514073,18.669083340440658,373982.54245514073,402110854366.5448,1075212.900919775,1.0
2018,70,Sucre,383939.4567426089,18.513714354389695,383932.9890653754,404929229170.2947,1054669.4851468657,0.9999831544345862
2019,70,Sucre,378068.90054633934,19.482452148564583,378068.90054633934,408313346511.15106,1079997.1801994455,1.0
2021,70,Sucre,370640.523743852,20.712740000985686,370608.7580552432,341689750756.4191,921889.8875519596,0.9999142951550792
2022,70,Sucre,381737.3677641551,21.063802870793385,381727.3572661082,330450462495.81396,865648.7166327736,0.999973776478563
2023,70,Sucre,363495.05420266534,22.147248861689867,363495.05420266534,353140086286.77576,971512.7680661201,1.0
2024,70,Sucre,369316.4532408935,21.995552674785333,369316.4532408935,372963731961.6209,1009875.7547591535,1.0
2010,73,Tolima,491270.9001795661,30.16678935455865,489514.74598934955,592359134571.5784,1205768.8219576268,0.9964252835053437
2011,73,Tolima,488669.0178810458,31.334726325147273,488196.15597089165,595859590327.4043,1219352.0942071497,0.9990323472680863
2012,73,Tolima,505362.92441389087,31.32427108788279,504256.0488548388,603778438519.6876,1194742.2522535403,0.9978097412659709
2013,73,Tolima,512220.77487402677,32.439991082579084,510746.84965370165,671451982703.2672,1310864.4077710456,0.9971224805930848
2014,73,Tolima,510845.0993601897,33.634850476944344,510339.04543948936,678814940306.4587,1328807.7758926211,0.9990093789265393
2015,73,Tolima,521432.5450529015,33.33285014833067,521073.9213450141,695548800007.4922,1333919.0401644874,0.999312233746647
2016,73,Tolima,507058.8880885709,34.92244930625197,506852.5686794079,655195837450.8643,1292149.398900621,0.9995931056253825
2017,73,Tolima,506030.627129417,35.44393259258737,505796.352596193,626946512868.5187,1238949.737933901,0.999537034873654
2018,73,Tolima,482353.85534259904,37.56555901040439,482206.75583715766,620297396010.7832,1285979.9691456964,0.9996950381886408
2019,73,Tolima,458227.23584269657,40.39878185636932,458156.1643332519,608413075222.1893,1327754.0653018923,0.9998448989848585
2021,73,Tolima,403813.9782703235,46.389060293915364,403575.8679344085,603618070318.0271,1494792.4113561756,0.9994103464745453
2022,73,Tolima,480780.9814020793,40.86542268333315,480417.9877243042,727037078354.5321,1512200.1628149007,0.9992449916036269
2023,73,Tolima,504770.6328410592,39.278215737433015,504566.72309501626,711501259154.3857,1409553.5929849178,0.9995960348467675
2024,73,Tolima,507517.6378363845,40.044467638129944,507290.9797817952,758860485178.9446,1495239.630319191,0.9995533986650087
2010,76,Valle del Cauca,1576468.7412397896,40.4734787645371,1572193.0492641432,2306159773604.2334,1462864.2568520512,0.9972878041512679
2011,76,Valle del Cauca,1555952.5800445396,42.84804753417667,1553472.2943529817,2222864239369.609,1428619.5272776107,0.9984059374794784
2012,76,Valle del Cauca,1561964.8729592185,44.30349859202177,1560882.6320507484,2357592114081.687,1509375.8860371257,0.9993071285230508
2013,76,Valle del Cauca,1575261.7149835946,45.862700025943155,1572968.4968062984,2326285146882.9844,1476761.0516752838,0.9985442303615434
2014,76,Valle del Cauca,1598280.4001437454,47.48913194820186,1597599.3887529983,2461746899320.7373,1540247.1926073385,0.99957390994053
2015,76,Valle del Cauca,1616361.4142583576,48.30247817230659,1615593.296521633,2410763892291.7363,1491475.7745549611,0.9995247858987792
2016,76,Valle del Cauca,1593835.6329634972,50.20694728089207,1592779.4776496135,2426560795632.6963,1522466.147353521,0.9993373499173689
2017,76,Valle del Cauca,1555365.5267627519,52.36508245445935,1554804.0253693939,2484870357489.344,1597611.824830148,0.9996389907171681
2018,76,Valle del Cauca,1552833.041336818,54.205622629417874,1552270.5447085318,2447790206555.342,1576338.30643381,0.999637761038494
2019,76,Valle del Cauca,1650313.7784424024,52.73091815834422,1650012.6914641056,2708397734899.0166,1641141.078913644,0.999817557738274
2021,76,Valle del Cauca,1414556.5466411312,63.60323815403073,1412940.2479777262,2401061236165.531,1697395.0188607574,0.9988573813699828
2022,76,Valle del Cauca,1889224.5507014592,51.37305604064436,1888125.0055290856,3401529481809.7847,1800489.7726672112,0.9994179912747982
2023,76,Valle del Cauca,1927816.0064535756,50.58570877508258,1926855.1446329586,3384145888456.5503,1755429.9150581541,0.999501580121028
2024,76,Valle del Cauca,1825807.5991241753,54.5014374050746,1824860.4097525333,3276644457732.797,1794627.4620089084,0.9994812216949386
