anio,depto,departamento,pib_miles_millones_2015,ocupados,horas_sem_expandidas,horas_anuales,pib_pesos_2015,pib_por_trabajador_millones_2015,pib_por_hora_pesos_2015,horas_semanales_por_trabajador
2013,44,La Guajira,8479.780652908492,306487.5583086128,13697555.430798693,712272882.401532,8479780652908.492,27.66761789517704,11905.241463521219,44.692043965472024
2014,44,La Guajira,8720.613786502312,327326.18814675946,14518068.097700704,754939541.0804366,8720613786502.312,26.641967866599025,11551.406850436988,44.35351836618525
2015,44,La Guajira,8665.814100215299,347495.82661045453,14364056.43348958,746930934.5414581,8665814100215.299,24.937894030968444,11601.894766261426,41.33591063121399
2016,44,La Guajira,8891.340947789686,348153.8596396848,14964376.71963189,778147589.4208583,8891340947789.686,25.538539072901873,11426.291192917693,42.9820790587213
2017,44,La Guajira,8996.213149026285,371601.05640502856,16129221.917383641,838719539.7039493,8996213149026.285,24.209331469770675,10726.12801199524,43.4046718634823
2018,44,La Guajira,8977.145406414034,398409.57838648197,18010549.749621242,936548586.9803046,8977145406414.035,22.532453769737554,9585.349368107927,45.20611633526013
2019,44,La Guajira,8955.495290121544,391706.1340055702,17810373.95519174,926139445.6699704,8955495290121.543,22.86279052753918,9669.70506654441,45.46871342826219
2021,44,La Guajira,8766.454475307019,425084.82987097796,18531366.871560015,963631077.3211207,8766454475307.019,20.622835394920628,9097.313984183267,43.59451471647357
2022,44,La Guajira,8516.025193371453,367462.7749025027,16233337.798022905,844133565.4971911,8516025193371.453,23.175205150048118,10088.48071140916,44.17682254299098
2023,44,La Guajira,8632.673011955696,323615.4076947843,14067590.813756483,731514722.3153371,8632673011955.696,26.675716936498723,11801.092648733287,43.47008974005415
2024,44,La Guajira,8221.498196294806,331294.377495861,14235996.882150298,740271837.8718154,8221498196294.806,24.816292562639465,11106.052906092627,42.970837566744265
2010,47,Magdalena,9138.294165773621,391449.7493849413,19354274.322522193,1006422264.771154,9138294165773.621,23.344743942567362,9079.980129266653,49.44255131835507
2011,47,Magdalena,9314.180256853917,370747.36563555594,18067960.8131004,939533962.2812209,9314180256853.916,25.122714603479448,9913.617421810664,48.733888593186066
2012,47,Magdalena,9721.986945907347,401425.82608391886,18836448.825517144,979495338.9268914,9721986945907.348,24.218638448725386,9925.50608414175,46.92385890881706
2013,47,Magdalena,10238.749620585739,406411.3925222052,18755766.08117486,975299836.2210928,10238749620585.738,25.193067440958416,10498.053255352637,46.14970551090076
2014,47,Magdalena,10128.23712088042,424610.63240295416,19315647.633269206,1004413676.9299986,10128237120880.42,23.8529993080078,10083.730790920219,45.49025897905146
2015,47,Magdalena,10513.57745023304,426991.98826677795,19018674.376473702,988971067.5766325,10513577450233.041,24.622423228382267,10630.824090734459,44.54105673896423
2016,47,Magdalena,10868.965741951495,388644.680489259,16903731.539870635,878994040.073273,10868965741951.496,27.96633091251556,12365.232580013238,43.49405096344243
2017,47,Magdalena,10989.952584433297,372315.9672917897,16300728.10197903,847637861.3029096,10989952584433.297,29.517811616766636,12965.38661869182,43.78197427456529
2018,47,Magdalena,11248.338740491246,394800.1331016357,17513595.460081074,910706963.9242159,11248338740491.246,28.491223273208774,12351.216347377433,44.36066250153074
2019,47,Magdalena,11524.826629304358,487171.75375196047,21596347.837977685,1123010087.5748396,11524826629304.357,23.65659860315327,10262.44265907925,44.33004925193855
2021,47,Magdalena,12089.88082223222,479966.4981025765,20912079.99849928,1087428159.9219627,12089880822232.22,25.189009795530396,11117.866235043819,43.569874316582066
2022,47,Magdalena,12832.471338928239,533606.258465449,23719749.7792778,1233426988.5224457,12832471338928.238,24.04857727087386,10403.916452566511,44.45178331957974
2023,47,Magdalena,12897.664682052531,573466.0102476231,25342064.113545004,1317787333.9043403,12897664682052.531,22.490722120537377,9787.364281184378,44.1910482237688
2024,47,Magdalena,13126.113447441481,550091.0381352282,24614192.840306208,1279938027.6959229,13126113447441.48,23.861711130466922,10255.272648684733,44.74567141422022
2010,50,Meta,21269.755617411487,339224.6313782941,17016711.22359177,884868983.626772,21269755617411.49,62.70109434857646,24037.18065722466,50.16354842645608
2011,50,Meta,25834.358858363747,341429.6598374517,17108095.22134677,889620951.510032,25834358858363.746,75.66524498973816,29039.737446058134,50.10723212942782
2012,50,Meta,27810.635095034362,348085.4492743529,17449632.838672962,907380907.610994,27810635095034.363,79.89600011437038,30649.3500819362,50.13031390726007
2013,50,Meta,30819.33390082855,348753.02443958056,17568635.69656914,913569056.2215953,30819333900828.55,88.37008352931954,33735.089527105236,50.3755794657282
2014,50,Meta,29878.124081089773,361230.27541229775,17998123.496057693,935902421.7950001,29878124081089.773,82.71212607245545,31924.400861988874,49.824515609925434
2015,50,Meta,30712.162600333504,384428.75113373896,19019123.28652916,988994410.8995163,30712162600333.504,79.8903893367982,31053.929387123622,49.47372752542277
2016,50,Meta,28904.315256348724,380521.8682647806,18813096.698327836,978281028.3130474,28904315256348.723,75.95966925148196,29546.024526501824,49.44025105342176
2017,50,Meta,29021.899838421592,389665.35558862414,19098967.8174445,993146326.5071139,29021899838421.594,74.47903546514019,29222.17911281144,49.01376923435703
2018,50,Meta,29403.621126852922,403109.9890673436,19541657.607446056,1016166195.5871949,29403621126852.92,72.94193129493685,28935.838698965916,48.47723484267571
2019,50,Meta,30800.03005841871,416169.0898166178,20313175.45459286,1056285123.6388288,30800030058418.71,74.00845188187942,29158.822148620962,48.80990912502351
2021,50,Meta,28793.062452657803,425914.1545508358,20292315.85690884,1055200424.5592597,28793062452657.805,67.60297150260864,27286.81848728805,47.644145281597616
2022,50,Meta,30215.91599102544,473222.69503211975,22213586.72129631,1155106509.5074081,30215915991025.438,63.85136703761545,26158.553988160736,46.94108493631856
2023,50,Meta,31354.080627896183,484338.8303918037,23019239.011228237,1197000428.5838683,31354080627896.184,64.73583916972431,26193.875857663777,47.527139198413906
2024,50,Meta,32066.04600507523,508097.8658874078,23801904.809624866,1237699050.100493,32066046005075.23,63.109979706509776,25907.78913700522,46.8451186427523
2010,52,Nariño,9259.411637378087,596192.2221348764,25444234.89454478,1323100214.5163286,9259411637378.088,15.53091652927222,6998.269319125574,42.67790479290845
2011,52,Nariño,9828.309888378597,635105.5744803189,26369234.52370008,1371200195.2324042,9828309888378.598,15.475080495743883,7167.669551500319,41.519450597291566
2012,52,Nariño,10376.46705731138,623276.4892015952,26129959.130682558,1358757874.7954931,10376467057311.38,16.648256812323257,7636.730023642472,41.923543697524224
2013,52,Nariño,11037.218671754681,640148.8287549209,26148328.518516053,1359713082.9628348,11037218671754.682,17.24164471756028,8117.314461448307,40.84726448593858
2014,52,Nariño,11569.079276205677,619344.9242966219,25521118.66252353,1327098170.4512236,11569079276205.678,18.679541596864556,8717.576087285315,41.20663246172134
2015,52,Nariño,12229.742977637798,686184.166556778,28291364.077559482,1471150932.033093,12229742977637.797,17.82282887552733,8313.044373181074,41.22998672429805
2016,52,Nariño,12760.121721508736,680110.445596126,27767709.069441296,1443920871.6109474,12760121721508.736,18.761837587017673,8837.13364934782,40.82823495690104
2017,52,Nariño,12441.29756671783,707523.9922173521,28209241.039459348,1466880534.051886,12441297566717.83,17.584276580822788,8481.466130272993,39.87036672926483
2018,52,Nariño,12642.588512510838,727787.2267145301,28518188.604951583,1482945807.4574823,12642588512510.838,17.37127013012254,8525.32064822154,39.18478857301745
2019,52,Nariño,13063.711389858721,724805.9395477596,27506742.98818821,1430350635.385787,13063711389858.72,18.023736668065638,9133.223048022237,37.950493349090046
2021,52,Nariño,13745.169366932374,751107.8141664697,29356937.379182994,1526560743.7175157,13745169366932.375,18.29986202737867,9004.010763082917,39.084851502658644
2022,52,Nariño,14343.985739924141,806822.2048889796,30516657.873613358,1586866209.4278946,14343985739924.14,17.77837254974645,9039.190358143369,37.82327468021596
2023,52,Nariño,14344.291380776132,824826.6626084788,32582800.295463577,1694305615.364106,14344291380776.133,17.39067373915015,8466.177087947352,39.50260311957166
2024,52,Nariño,14662.831531486238,824688.2288883963,30905863.85738943,1607104920.5842505,14662831531486.238,17.779848211548238,9123.75498555233,37.47581543518292
2010,54,Norte de Santander,10706.444650889329,522222.97659854864,24951953.541472334,1297501584.1565614,10706444650889.328,20.501672907279513,8251.585032051451,47.78026754777162
2011,54,Norte de Santander,10946.591957631446,567181.9968380888,27122829.39206274,1410387128.3872623,10946591957631.447,19.299963712981402,7761.409429585879,47.82032847175398
2012,54,Norte de Santander,11117.494335435653,577499.8004485627,27355259.54623393,1422473496.4041643,11117494335435.652,19.251079094400268,7815.607365296642,47.36843116653238
2013,54,Norte de Santander,11696.499805065418,565523.9572189985,26704962.32808132,1388658041.0602286,11696499805065.418,20.682589403610294,8422.879830181402,47.221628698817184
2014,54,Norte de Santander,12253.405829289468,552809.7225273908,25419069.308644667,1321791604.0495226,12253405829289.469,22.16568437557162,9270.300849051526,45.981588732613496
2015,54,Norte de Santander,12534.024866470347,555526.4268258071,25752234.030602455,1339116169.5913277,12534024866470.348,22.562427746395155,9359.923471236621,46.35645180328644
2016,54,Norte de Santander,13041.233784068678,561297.120377301,26585911.541975208,1382467400.182711,13041233784068.678,23.234100640499328,9433.302935277252,47.36513083142899
2017,54,Norte de Santander,12940.020336124177,560793.3416176747,27022117.02265051,1405150085.1778264,12940020336124.176,23.074489969508477,9208.995161884486,48.18551686919466
2018,54,Norte de Santander,13347.360858114384,556433.9476038124,26838422.23299149,1395597956.1155574,13347360858114.383,23.987323051716217,9563.901121827956,48.232898708942116
2019,54,Norte de Santander,13549.79890243352,615448.5593656378,29610524.597324632,1539747279.060881,13549798902433.52,22.016135542505328,8800.014837953006,48.1121031916057
2021,54,Norte de Santander,14177.8387670666,520096.62913986715,24944770.651039008,1297128073.8540285,14177838767066.6,27.26000895355509,10930.17648206579,47.96180027602281
2022,54,Norte de Santander,15164.150455032552,625856.0177243551,29900236.72344907,1554812309.6193516,15164150455032.55,24.229455378842864,9753.042448412973,47.774944838219945
2023,54,Norte de Santander,15364.076335014488,653259.8370206562,30662260.725857466,1594437557.7445884,15364076335014.488,23.519089134709304,9636.047683640709,46.93731190593296
2024,54,Norte de Santander,15628.732391989028,642195.3250474753,29974265.974307746,1558661830.664003,15628732391989.027,24.336415701614847,10027.019385809337,46.674687287846346
2010,63,Quindío,5103.625939220887,254039.902530443,12247881.870179841,636889857.2493517,5103625939220.887,20.089859460599072,8013.357225161057,48.21243335468572
2011,63,Quindío,5456.322083332396,281728.5682870018,13818604.215572653,718567419.209778,5456322083332.3955,19.36730135856845,7593.3335376279865,49.04935377904381
2012,63,Quindío,5868.606160467311,294493.07300674747,13877960.83364943,721653963.3497704,5868606160467.312,19.927824109916667,8132.160922703783,47.12491432126642
2013,63,Quindío,5933.025547519642,299102.94861336675,13857972.628783682,720614576.6967515,5933025547519.642,19.836065057282077,8233.285502933108,46.33178206042058
2014,63,Quindío,6103.736923208317,362483.14589318994,17148357.96503832,891714614.1819925,6103736923208.317,16.8386778595407,6844.9443646356885,47.30801461895083
2015,63,Quindío,6380.692344865627,291034.9912852692,13855230.615506094,720471992.0063169,6380692344865.627,21.924141549740128,8856.267024478146,47.60675186965871
2016,63,Quindío,6624.063695955645,333566.9293185536,15680609.8799135,815391713.755502,6624063695955.645,19.858274648173293,8123.78098061209,47.00888637835752
2017,63,Quindío,6735.936197253357,351782.0616517921,16465970.852718027,856230484.3413374,6735936197253.357,19.14803775276312,7866.966103682975,46.80730670404877
2018,63,Quindío,6792.748142425209,346668.8315332204,15973066.267319955,830599445.9006376,6792748142425.209,19.59434343255712,8178.127466795598,46.07586495929126
2019,63,Quindío,6968.49650094416,342213.7150530042,15605718.068596676,811497339.5670271,6968496500944.16,20.36299597128898,8587.208067326737,45.60225783522313
2021,63,Quindío,7320.090567103196,190359.10141735146,8478128.365854291,440862675.0244231,7320090567103.196,38.45411389631597,16604.015222421982,44.53755193594069
2022,63,Quindío,7774.862443110176,222289.18035856882,9877372.71246179,513623381.0480131,7774862443110.176,34.97634221588631,15137.282939195846,44.43478848826047
2023,63,Quindío,7799.070342328842,220049.191387933,9621119.408109115,500298209.221674,7799070342328.843,35.44239491696004,15588.84321105615,43.72258469765373
2024,63,Quindío,7970.451714641012,235888.77959825317,10171003.914178923,528892203.537304,7970451714641.012,33.78902433687455,15070.08736626014,43.117794460174665
2010,66,Risaralda,10503.061453880591,418703.329710254,19964482.41196599,1038153085.4222314,10503061453880.592,25.084733529940625,10117.06423779384,47.681690102110174
2011,66,Risaralda,10665.176060044323,447679.46626982564,21086856.87048657,1096516557.2653015,10665176060044.322,23.82324154580769,9726.415884355762,47.10257775766978
2012,66,Risaralda,10977.94262345112,439460.8869140671,20931143.336956546,1088419453.5217404,10977942623451.12,24.98047710352381,10086.132315928735,47.629138246948145
2013,66,Risaralda,11814.715994659879,427518.1078785024,20580417.783013258,1070181724.7166895,11814715994659.879,27.63559198296587,11039.91567206738,48.13928908214121
2014,66,Risaralda,12366.56066412632,445497.8159564528,21771561.645200804,1132121205.5504417,12366560664126.32,27.75897035000312,10923.353969077587,48.87018716008467
2015,66,Risaralda,12655.73442082919,458080.9488013645,22214238.325947806,1155140392.949286,12655734420829.191,27.6277248681587,10956.014089782431,48.494132716225366
2016,66,Risaralda,13027.281363017793,482840.4649298043,22985179.750291172,1195229347.015141,13027281363017.793,26.98050869641116,10899.39884387123,47.60408751912037
2017,66,Risaralda,13202.218898587202,501529.74837260373,23764982.91208285,1235779111.4283082,13202218898587.201,26.3238999110753,10683.316117334378,47.38499159660421
2018,66,Risaralda,13551.495620999623,492377.38718392875,23143749.946308095,1203474997.208021,13551495620999.623,27.522579171446452,11260.305076913239,47.004087817019695
2019,66,Risaralda,13969.195250802206,483462.64245330513,22807427.001411,1185986204.073372,13969195250802.205,28.89405307495172,11778.547847204123,47.175158944393175
2021,66,Risaralda,14690.78917186427,339148.47115701414,15605973.703337688,811510632.5735598,14690789171864.27,43.316689949231524,18103.015021842755,46.01516748725857
2022,66,Risaralda,15906.17548569544,397627.6604324977,18365858.644831974,955024649.5312626,15906175485695.44,40.00268861676869,16655.251247705888,46.188584126304285
2023,66,Risaralda,16113.093793137878,416549.8874169062,19101308.252702672,993268029.1405389,16113093793137.877,38.68226659010233,16222.301856509279,45.85599187447391
2024,66,Risaralda,16348.008932040064,422915.4710528113,19180417.618355185,997381716.1544696,16348008932040.064,38.655499859920276,16390.925026249595,45.352839825431786
2010,68,Santander,42785.68473514107,875956.21370853,41318231.78303639,2148548052.717892,42785684735141.07,48.84454732503078,19913.766732383574,47.16928898547071
2011,68,Santander,44685.39876594878,933124.7313390813,44050493.544255525,2290625664.301287,44685398765948.78,47.887916015067965,19507.944690552147,47.20750834782916
2012,68,Santander,45841.493848917395,932271.0391509479,44025407.42451147,2289321186.0745964,45841493848917.4,49.17185230881661,20024.055221154835,47.223828238413326
2013,68,Santander,47680.20788791018,949893.0314720549,44450479.702345945,2311424944.5219893,47680207887910.18,50.1953444315934,20628.058030138898,46.79524770642941
2014,68,Santander,52134.65967115733,967061.9092605794,45342667.00915967,2357818684.4763026,52134659671157.33,53.910364136893534,22111.394745663834,46.88703647094208
2015,68,Santander,51999.22965436837,976332.0739683721,45343958.845809124,2357885859.9820743,51999229654368.37,53.25977814394005,22053.32774452606,46.44317241520636
2016,68,Santander,53175.383014299165,974750.8507883821,44981878.67994667,2339057691.357227,53175383014299.164,54.55279466675071,22733.67741667133,46.14705249404518
2017,68,Santander,54065.427685436334,963392.6110160121,45072927.56138265,2343792233.191898,54065427685436.336,56.11982806097911,23067.500147744424,46.78562721572868
2018,68,Santander,54942.33383574756,958464.6881546152,44456709.53881854,2311748896.018564,54942333835747.56,57.32327389288702,23766.566485820593,46.383252391294135
2019,68,Santander,56514.668508560215,972663.1902861984,44230495.84423445,2299985783.9001913,56514668508560.21,58.10301970194968,24571.746879550577,45.473598966174485
2021,68,Santander,57117.604969578664,807385.3195205884,36813166.64132902,1914284665.3491092,57117604969578.664,70.74392311652895,29837.571184410077,45.595536296335005
2022,68,Santander,61011.03257653691,946069.9351139069,43509056.6889979,2262470947.827891,61011032576536.914,64.4889244569337,26966.548514185874,45.989260491360405
2023,68,Santander,61497.4357857824,1011343.0213592292,47217876.6823285,2455329587.481082,61497435785782.4,60.80769282723759,25046.509478539094,46.68829040701582
2024,68,Santander,62586.91370183193,1009902.5625092613,46058670.8925507,2395050886.4126363,62586913701831.93,61.9732200167162,26131.767828772976,45.60704428564941
2010,70,Sucre,5205.7097818538,298255.95407794014,13554088.21410102,704812587.1332531,5205709781853.801,17.453833563682842,7385.948941444771,45.44448494248357
2011,70,Sucre,5553.174475651619,306965.5158257859,13391881.447838508,696377835.2876024,5553174475651.619,18.09054825169107,7974.369938638513,43.626664095516475
2012,70,Sucre,5855.249637376749,342985.5858327419,14721644.271746866,765525502.1308371,5855249637376.749,17.071416057210293,7648.6669889882,42.922049438328074
2013,70,Sucre,6133.847454926351,356178.62508845615,15410428.954708725,801342305.6448537,6133847454926.351,17.22126770915302,7654.4660274616845,43.2660128071458
2014,70,Sucre,6468.790898497221,359468.5955626244,15797989.655402984,821495462.0809551,6468790898497.221,17.995427078609065,7874.408559860975,43.948177533218626
2015,70,Sucre,6577.321279881526,342656.40942775377,14802754.129538681,769743214.7360114,6577321279881.525,19.19509193149442,8544.825279346258,43.19999195187889
2016,70,Sucre,6807.148534631853,362169.8955904667,15392926.935464483,800432200.6441531,6807148534631.854,18.795456545425353,8504.341191113695,42.50195039090286
2017,70,Sucre,6981.911252964909,373982.54245514073,15602148.333133953,811311713.3229655,6981911252964.909,18.669083340440658,8605.7074467327,41.71892150555512
2018,70,Sucre,7108.14543151222,383939.4567426089,15729494.698427346,817933724.3182219,7108145431512.22,18.513714354389695,8690.368449396217,40.968685093942604
2019,70,Sucre,7365.709263754478,378068.90054633934,15397942.819764446,800693026.6277512,7365709263754.479,19.482452148564583,9199.16749465942,40.72787472736638
2021,70,Sucre,7676.9808021355675,370640.523743852,14838826.957923029,771619001.8119975,7676980802135.567,20.712740000985686,9949.18578224184,40.035630232861635
2022,70,Sucre,8040.84066299972,381737.3677641551,15088898.04709816,784622698.4491043,8040840662999.72,21.063802870793385,10248.03472916773,39.5269086059722
2023,70,Sucre,8050.415425419876,363495.05420266534,15048285.337080035,782510837.5281619,8050415425419.876,22.147248861689867,10287.928344673115,41.39887231777828
2024,70,Sucre,8123.3195009249675,369316.4532408935,15072425.28618481,783766114.8816102,8123319500924.968,21.995552674785333,10364.468872390606,40.811681022923565
2010,73,Tolima,14820.06576174138,491270.9001795661,22650443.996765215,1177823087.8317912,14820065761741.38,30.16678935455865,12582.590641030025,46.10581247227583
2011,73,Tolima,15312.309938881068,488669.0178810458,22363063.861034255,1162879320.7737813,15312309938881.068,31.334726325147273,13167.582968705849,45.7632119957275
2012,73,Tolima,15830.125242105936,505362.92441389087,22363581.912898835,1162906259.4707394,15830125242105.936,31.32427108788279,13612.554849700891,44.25251800740159
2013,73,Tolima,16616.43736922518,512220.77487402677,23289020.19101728,1211029049.9328985,16616437369225.18,32.439991082579084,13720.923845836625,45.46676225060351
2014,73,Tolima,17182.19853385976,510845.0993601897,23209978.410717398,1206918877.3573046,17182198533859.758,33.634850476944344,14236.415434550388,45.43447405052303
2015,73,Tolima,17380.832886711047,521432.5450529015,23704463.790729564,1232632117.1179373,17380832886711.047,33.33285014833067,14100.584144561975,45.46026905229831
2016,73,Tolima,17707.73831455761,507058.8880885709,23045358.370903693,1198358635.286992,17707738314557.61,34.92244930625197,14776.660169279645,45.44907684741782
2017,73,Tolima,17935.71543775977,506030.627129417,22403525.88692794,1164983346.1202528,17935715437759.77,35.44393259258737,15395.683979081015,44.273063102953756
2018,73,Tolima,18119.89221676847,482353.85534259904,21426092.54163407,1114156812.1649718,18119892216768.47,37.56555901040439,16263.32309682587,44.41986376664466
2019,73,Tolima,18511.822141456196,458227.23584269657,21555976.060864415,1120910755.1649497,18511822141456.195,40.39878185636932,16514.983067257708,47.042110059700384
2021,73,Tolima,18732.550985507864,403813.9782703235,18273586.050669786,950226474.6348288,18732550985507.863,46.389060293915364,19713.77506894529,45.25248513917707
2022,73,Tolima,19647.318023103704,480780.9814020793,21621470.23064931,1124316451.9937642,19647318023103.703,40.86542268333315,17474.900405720182,44.97155891565349
2023,73,Tolima,19826.489814651715,504770.6328410592,22872388.994081985,1189364227.6922631,19826489814651.715,39.278215737433015,16669.82187039649,45.312439959802454
2024,73,Tolima,20323.273624119254,507517.6378363845,23076489.06903149,1199977431.5896373,20323273624119.254,40.044467638129944,16936.379876075298,45.46933416424627
2010,76,Valle del Cauca,63805.174121525146,1576468.7412397896,73798525.43386418,3837523322.560937,63805174121525.15,40.4734787645371,16626.654422244745,46.8125523223673
2011,76,Valle del Cauca,66669.53011067327,1555952.5800445396,74066599.59706618,3851463179.0474415,66669530110673.266,42.84804753417667,17310.182393373478,47.602093114525374
2012,76,Valle del Cauca,69200.5085499362,1561964.8729592185,72903163.71057941,3790964512.9501295,69200508549936.2,44.30349859202177,18254.06392318992,46.67400975059114
2013,76,Valle del Cauca,72245.75549664536,1575261.7149835946,72406520.4221683,3765139061.9527516,72245755496645.36,45.862700025943155,19188.070960432422,45.9647560360612
2014,76,Valle del Cauca,75900.94881265119,1598280.4001437454,73829571.33746044,3839137709.547943,75900948812651.19,47.48913194820186,19770.311605099596,46.19312814623792
2015,76,Valle del Cauca,78074.26193077292,1616361.4142583576,73100758.73304835,3801239454.118514,78074261930772.92,48.30247817230659,20539.15910142996,45.22550345993597
2016,76,Valle del Cauca,80021.62159860555,1593835.6329634972,72089335.4542809,3748645443.6226068,80021621598605.55,50.20694728089207,21346.80988161805,45.23009397163598
2017,76,Valle del Cauca,81446.8440557551,1555365.5267627519,69580690.31863718,3618195896.5691333,81446844055755.1,52.36508245445935,22510.346698747046,44.73590877602798
2018,76,Valle del Cauca,84172.2818451948,1552833.041336818,70007907.83940053,3640411207.6488276,84172281845194.8,54.205622629417874,23121.641222382063,45.08398905469673
2019,76,Valle del Cauca,87022.56078663413,1650313.7784424024,74563361.47568819,3877294796.735786,87022560786634.12,52.73091815834422,22444.143494040385,45.1813239698347
2021,76,Valle del Cauca,89970.37691835914,1414556.5466411312,64754859.189107575,3367252677.833594,89970376918359.14,63.60323815403073,26719.223511389064,45.777497790999014
2022,76,Valle del Cauca,97055.23871654722,1889224.5507014592,86119172.77106921,4478196984.095599,97055238716547.22,51.37305604064436,21672.838211726892,45.58440273237696
2023,76,Valle del Cauca,97519.9390744033,1927816.0064535756,86786305.61940631,4512887892.209128,97519939074403.3,50.58570877508258,21609.209314230444,45.01794016072054
2024,76,Valle del Cauca,99509.13857737576,1825807.5991241753,81603377.27725965,4243375618.4175014,99509138577375.77,54.5014374050746,23450.46668635149,44.69440116056265
