anio,depto,ocupados,ocupados_horas_validas,horas_sem_expandidas_validas,horas_semanales_promedio,share_ocupados_sin_horas_validas,horas_sem_expandidas,horas_anuales,horas_mensuales,departamento,ocupados_remuneracion_valida,rem_total_mensual,rem_por_trabajador,rem_por_hora,share_ocupados_remuneracion_valida
2023,97,4648.378041401298,4646.673988641691,206387.59746132797,44.41619919233002,0.00036659082897949613,206463.28500813292,10736090.820422912,894674.2350352426,Vaupés,4646.673988641691,10752814214.134254,2313240.0416582115,12018.69215973419,0.9996334091710205
2024,97,4792.27741292061,4792.27741292061,206155.27222056472,43.018225878314766,0.0,206155.27222056472,10720074.155469365,893339.5129557805,Vaupés,4792.27741292061,10815644160.41142,2256890.2483088775,12106.980608778676,1.0
2025,97,5263.272343093303,5263.272343093303,230753.0186848816,43.84212019499349,0.0,230753.0186848816,11999156.971613843,999929.7476344869,Vaupés,5263.272343093303,11837879219.75503,2249148.1436048457,11838.71091720159,1.0
2014,99,6063.055784236426,6056.56409541019,266606.6012563442,44.01944684419093,0.001070695876345673,266892.36180755973,13878402.813993106,1156533.5678327589,Vichada,6056.56409541019,12117286287.435318,1998544.416981866,10477.245645487,0.9989293041236543
2015,99,6059.127830019453,6049.42074434339,272714.1879249665,45.0810415493041,0.0016020598918494722,273151.79345765174,14203893.25979789,1183657.7716498242,Vichada,6049.42074434339,11663607380.430998,1924964.7321590758,9853.867950508911,0.9983979401081505
2016,99,5677.237933762067,5674.286566122975,258954.19578715196,45.63643248706868,0.0005198597757440915,259088.88567715787,13472622.055212209,1122718.5046010173,Vichada,5674.286566122975,11254631275.142109,1982413.1745847294,10024.446224961517,0.9994801402242559
2017,99,5423.5570617649655,5419.885894664336,244895.50428958033,45.18462363399021,0.0006768928691671672,245061.3845933198,12743191.99885263,1061932.6665710525,Vichada,5419.885894664336,10407648218.855616,1918970.9078987173,9800.666790354597,0.9993231071308328
2018,99,5436.256920953767,5432.382486672739,250972.60161037158,46.199361371568095,0.0007127025704201095,251151.59799983117,13059883.09599122,1088323.5913326016,Vichada,5432.382486672739,10801890561.097776,1987008.8404877365,9925.256281425787,0.9992872974295799
2019,99,5427.84817864936,5421.206570739751,256773.6633378478,47.3646705742131,0.00122361711142438,257088.24090856954,13368588.527245617,1114049.0439371348,Vichada,5421.206570739751,10398506445.79899,1915769.58373705,9333.975467587918,0.9987763828885756
2021,99,5836.966768508252,5789.444272315373,267918.34088336746,46.277039432701685,0.008141642410793515,270117.5413136257,14046112.148308536,1170509.345692378,Vichada,5789.444272315373,11483101724.41189,1967306.3390331096,9810.346040098828,0.9918583575892065
2022,99,6652.819676717122,6590.115918159485,319007.039898475,48.40689357518443,0.009425140257007358,322042.3340657386,16746201.371418407,1395516.780951534,Vichada,6590.115918159485,11277222904.50233,1695104.2494010828,8081.0371171695615,0.9905748597429926
2023,99,7174.853838473271,7174.853838473271,332861.048257137,46.39272879292077,0.0,332861.048257137,17308774.509371124,1442397.875780927,Vichada,7174.853838473271,12157091579.363867,1694402.6809542312,8428.389824674354,1.0
2024,99,6943.32428233031,6943.32428233031,322803.0444874057,46.491137582165024,0.0,322803.0444874057,16785758.313345097,1398813.192778758,Vichada,6943.32428233031,11135275243.609932,1603738.3234349994,7960.51631561294,1.0
2025,99,7501.355003204034,7501.355003204034,344459.8403124004,45.91968253272538,0.0,344459.8403124004,17911911.69624482,1492659.3080204017,Vichada,7501.355003204034,14834120647.248463,1977525.479185081,9938.048533607986,1.0
