anio,rama_ptf,concepto,valor
2023,F_Construccion,ingreso_mixto,26153.0
2023,G-H_ComercioHotelesRest,ingreso_mixto,88416.0
2023,I_TransporteComunicaciones,ingreso_mixto,26018.0
2023,J-K_FinancieroInmobiliario,ingreso_mixto,46080.0
2023,L-Q_ServiciosSocialesComunales,ingreso_mixto,15471.0
2023,TOT_Economia,ingreso_mixto,334168.0
2023,A-B_AgriculturaPesca,excedente_explotacion_bruto,21615.0
2023,C_Mineria,excedente_explotacion_bruto,64079.0
2023,D_Manufactura,excedente_explotacion_bruto,90620.0
2023,E_ElectricidadGasAgua,excedente_explotacion_bruto,54712.0
2023,F_Construccion,excedente_explotacion_bruto,15353.0
2023,G-H_ComercioHotelesRest,excedente_explotacion_bruto,36543.0
2023,I_TransporteComunicaciones,excedente_explotacion_bruto,43380.0
2023,J-K_FinancieroInmobiliario,excedente_explotacion_bruto,127336.0
2023,L-Q_ServiciosSocialesComunales,excedente_explotacion_bruto,74206.0
2023,TOT_Economia,excedente_explotacion_bruto,527844.0
2024,A-B_AgriculturaPesca,produccion,235666.0
2024,C_Mineria,produccion,134302.0
2024,D_Manufactura,produccion,621120.0
2024,E_ElectricidadGasAgua,produccion,161742.0
2024,F_Construccion,produccion,200587.0
2024,G-H_ComercioHotelesRest,produccion,463741.0
2024,I_TransporteComunicaciones,produccion,240640.0
2024,J-K_FinancieroInmobiliario,produccion,418982.0
2024,L-Q_ServiciosSocialesComunales,produccion,536582.0
2024,TOT_Economia,produccion,3013362.0
2024,A-B_AgriculturaPesca,valor_agregado,162691.0
2024,C_Mineria,valor_agregado,77010.0
2024,D_Manufactura,valor_agregado,175206.0
2024,E_ElectricidadGasAgua,valor_agregado,74617.0
2024,F_Construccion,valor_agregado,74469.0
2024,G-H_ComercioHotelesRest,valor_agregado,238078.0
2024,I_TransporteComunicaciones,valor_agregado,118794.0
2024,J-K_FinancieroInmobiliario,valor_agregado,306528.0
2024,L-Q_ServiciosSocialesComunales,valor_agregado,323581.0
2024,TOT_Economia,valor_agregado,1550974.0
2024,A-B_AgriculturaPesca,remuneracion_asalariados,21186.0
2024,C_Mineria,remuneracion_asalariados,13207.0
2024,D_Manufactura,remuneracion_asalariados,58496.0
2024,E_ElectricidadGasAgua,remuneracion_asalariados,9203.0
2024,F_Construccion,remuneracion_asalariados,22205.0
2024,G-H_ComercioHotelesRest,remuneracion_asalariados,95888.0
2024,I_TransporteComunicaciones,remuneracion_asalariados,44706.0
2024,J-K_FinancieroInmobiliario,remuneracion_asalariados,100496.0
2024,L-Q_ServiciosSocialesComunales,remuneracion_asalariados,211896.0
2024,TOT_Economia,remuneracion_asalariados,577283.0
2024,A-B_AgriculturaPesca,ingreso_mixto,117509.0
2024,C_Mineria,ingreso_mixto,11777.0
2024,D_Manufactura,ingreso_mixto,22319.0
2024,E_ElectricidadGasAgua,ingreso_mixto,1388.0
2024,F_Construccion,ingreso_mixto,32534.0
2024,G-H_ComercioHotelesRest,ingreso_mixto,96183.0
2024,I_TransporteComunicaciones,ingreso_mixto,27131.0
2024,J-K_FinancieroInmobiliario,ingreso_mixto,52807.0
2024,L-Q_ServiciosSocialesComunales,ingreso_mixto,17118.0
2024,TOT_Economia,ingreso_mixto,378766.0
2024,A-B_AgriculturaPesca,excedente_explotacion_bruto,22108.0
2024,C_Mineria,excedente_explotacion_bruto,50618.0
2024,D_Manufactura,excedente_explotacion_bruto,88357.0
2024,E_ElectricidadGasAgua,excedente_explotacion_bruto,62146.0
2024,F_Construccion,excedente_explotacion_bruto,17994.0
2024,G-H_ComercioHotelesRest,excedente_explotacion_bruto,33790.0
2024,I_TransporteComunicaciones,excedente_explotacion_bruto,43937.0
2024,J-K_FinancieroInmobiliario,excedente_explotacion_bruto,139064.0
2024,L-Q_ServiciosSocialesComunales,excedente_explotacion_bruto,86983.0
2024,TOT_Economia,excedente_explotacion_bruto,544997.0
