anio,rama_ptf,sexo,grupo_edad,grupo_educ,horas_pond,ingreso_pond,n
2016,A-B_AgriculturaPesca,Hombre,50+,3_Alto,636346.7904930189,8914137264.316029,230
2016,A-B_AgriculturaPesca,Mujer,15-29,1_Bajo,976251.3658065777,2144607994.7930212,222
2016,A-B_AgriculturaPesca,Mujer,15-29,2_Medio,1791197.8925200321,4221498756.7530003,410
2016,A-B_AgriculturaPesca,Mujer,15-29,3_Alto,529405.1501880428,2321869275.5710125,121
2016,A-B_AgriculturaPesca,Mujer,30-49,1_Bajo,3589570.858141423,7738627455.953167,823
2016,A-B_AgriculturaPesca,Mujer,30-49,2_Medio,1923710.5835345886,5544011021.93693,421
2016,A-B_AgriculturaPesca,Mujer,30-49,3_Alto,534968.336260858,3631876626.088645,170
2016,A-B_AgriculturaPesca,Mujer,50+,1_Bajo,2810427.33345626,6624532260.940017,870
2016,A-B_AgriculturaPesca,Mujer,50+,2_Medio,460106.0326537973,1382174879.6799395,145
2016,A-B_AgriculturaPesca,Mujer,50+,3_Alto,76752.49722336678,863598563.6467552,55
2016,C_Mineria,Hombre,15-29,1_Bajo,490060.20085239946,2004554419.5411654,97
2016,C_Mineria,Hombre,15-29,2_Medio,965968.6530993835,4089305603.1933765,173
2016,C_Mineria,Hombre,15-29,3_Alto,278005.06101669744,2508002230.030332,120
2016,C_Mineria,Hombre,30-49,1_Bajo,1235632.8801858383,4734010678.3612795,210
2016,C_Mineria,Hombre,30-49,2_Medio,1179542.290468366,7167660575.465911,255
2016,C_Mineria,Hombre,30-49,3_Alto,997245.0956087958,17425133426.754986,354
2016,C_Mineria,Hombre,50+,1_Bajo,727613.9568865622,2255645958.0915303,171
2016,C_Mineria,Hombre,50+,2_Medio,408516.13165047986,2422511275.1081142,107
2016,C_Mineria,Hombre,50+,3_Alto,195040.14509809445,5236251497.526087,84
2016,C_Mineria,Mujer,15-29,1_Bajo,84039.81982964974,121742398.37263249,12
2016,C_Mineria,Mujer,15-29,2_Medio,95330.61474793295,332947241.8160876,17
2016,C_Mineria,Mujer,15-29,3_Alto,184324.01945865626,2742006562.417355,52
2016,C_Mineria,Mujer,30-49,1_Bajo,163527.9117768569,258576060.42423302,40
2016,C_Mineria,Mujer,30-49,2_Medio,97523.33371436415,386722922.11774236,24
2016,C_Mineria,Mujer,30-49,3_Alto,220460.38189753535,6528890915.813201,52
2016,C_Mineria,Mujer,50+,1_Bajo,126324.28122410268,272800522.70345885,33
2016,C_Mineria,Mujer,50+,2_Medio,26063.597637373947,46009292.53570206,9
2016,C_Mineria,Mujer,50+,3_Alto,19153.217271706864,345235366.93803024,6
2016,D_Manufactura,Hombre,15-29,1_Bajo,1672023.9890923428,5650283971.721297,450
2016,D_Manufactura,Hombre,15-29,2_Medio,12948423.393776057,45241158122.61604,3893
2016,D_Manufactura,Hombre,15-29,3_Alto,5729035.87814904,30155144183.07543,1880
2016,D_Manufactura,Hombre,30-49,1_Bajo,5445988.637276117,19902030269.79222,1574
2016,D_Manufactura,Hombre,30-49,2_Medio,16591203.455831122,72786642446.81665,4802
2016,D_Manufactura,Hombre,30-49,3_Alto,7281922.391044263,66361028980.32707,2199
2016,D_Manufactura,Hombre,50+,1_Bajo,5051165.446355654,17371575604.816017,1765
2016,D_Manufactura,Hombre,50+,2_Medio,6184163.43843979,29273345816.99686,2082
2016,D_Manufactura,Hombre,50+,3_Alto,2072608.2715190025,26369867813.762917,668
2016,D_Manufactura,Mujer,15-29,1_Bajo,729524.2972763799,1495237432.8480446,276
2016,D_Manufactura,Mujer,15-29,2_Medio,5754200.859279996,17516512427.181435,1935
2016,D_Manufactura,Mujer,15-29,3_Alto,4529192.615357604,23114555536.38018,1705
2016,D_Manufactura,Mujer,30-49,1_Bajo,3245424.724364477,7792091256.833342,1136
2016,D_Manufactura,Mujer,30-49,2_Medio,10377046.075704122,33742813428.967148,3547
2016,D_Manufactura,Mujer,30-49,3_Alto,5015284.142795889,41026347816.167854,1916
2016,D_Manufactura,Mujer,50+,1_Bajo,3421958.2723527825,7023695629.230674,1750
2016,D_Manufactura,Mujer,50+,2_Medio,3588532.7744881636,13061581272.652393,1815
2016,D_Manufactura,Mujer,50+,3_Alto,1223832.679595275,12033023285.877054,543
2016,E_ElectricidadGasAgua,Hombre,15-29,1_Bajo,151782.4812835831,461645000.70308673,55
2016,E_ElectricidadGasAgua,Hombre,15-29,2_Medio,751697.4031044156,3055825097.4824095,272
2016,E_ElectricidadGasAgua,Hombre,15-29,3_Alto,521565.60986146476,3100832623.5359993,269
2016,E_ElectricidadGasAgua,Hombre,30-49,1_Bajo,541496.132928431,1949135086.5737038,186
2016,E_ElectricidadGasAgua,Hombre,30-49,2_Medio,1557275.4229963375,6791681423.307951,612
2016,E_ElectricidadGasAgua,Hombre,30-49,3_Alto,976575.8157585424,10251183387.596088,515
2016,E_ElectricidadGasAgua,Hombre,50+,1_Bajo,518733.3827072665,1487024740.9536514,247
2016,E_ElectricidadGasAgua,Hombre,50+,2_Medio,401316.2478260705,1972069265.8266916,202
2016,E_ElectricidadGasAgua,Hombre,50+,3_Alto,298791.9816899098,4692668222.819767,157
2016,E_ElectricidadGasAgua,Mujer,15-29,1_Bajo,4361.160330503111,10224462.650903959,8
2016,E_ElectricidadGasAgua,Mujer,15-29,2_Medio,140647.9569806537,418260695.3287882,37
2016,E_ElectricidadGasAgua,Mujer,15-29,3_Alto,234777.7933451042,1770746236.5995913,194
2016,E_ElectricidadGasAgua,Mujer,30-49,1_Bajo,121017.31311914831,325995716.3672748,57
2016,E_ElectricidadGasAgua,Mujer,30-49,2_Medio,242215.3772288349,936649608.029086,104
2016,E_ElectricidadGasAgua,Mujer,30-49,3_Alto,432534.14057831065,4523519491.320903,297
2016,E_ElectricidadGasAgua,Mujer,50+,1_Bajo,62595.500949833906,156108698.0459152,74
2016,E_ElectricidadGasAgua,Mujer,50+,2_Medio,38290.678582884175,104878507.90573853,27
2016,E_ElectricidadGasAgua,Mujer,50+,3_Alto,141793.4385030273,2125831288.4542766,67
2016,F_Construccion,Hombre,15-29,1_Bajo,3132692.7116147857,9986507753.709547,1120
2016,F_Construccion,Hombre,15-29,2_Medio,12471649.845916066,44426222581.614456,4968
2016,F_Construccion,Hombre,15-29,3_Alto,3012561.479623511,15585402385.223125,1297
2016,F_Construccion,Hombre,30-49,1_Bajo,10523940.919083048,40028867820.85483,3621
2016,F_Construccion,Hombre,30-49,2_Medio,14508908.5094719,61538481288.70067,5428
2016,F_Construccion,Hombre,30-49,3_Alto,3747557.9627705812,40655486133.21647,1531
2016,F_Construccion,Hombre,50+,1_Bajo,8116451.651109388,29335558511.142097,3269
2016,F_Construccion,Hombre,50+,2_Medio,5143511.258472487,22864143441.353912,2113
2016,F_Construccion,Hombre,50+,3_Alto,1109194.8653548516,15105837839.847576,503
2016,F_Construccion,Mujer,15-29,1_Bajo,12370.71899163831,46449977.84615856,7
2016,F_Construccion,Mujer,15-29,2_Medio,271391.39597477176,929400374.1992762,119
2016,F_Construccion,Mujer,15-29,3_Alto,1109819.811379137,6924839271.513505,491
2016,F_Construccion,Mujer,30-49,1_Bajo,125044.31429121488,415586322.6135045,49
2016,F_Construccion,Mujer,30-49,2_Medio,461289.8595698066,1833245191.5870383,182
2016,F_Construccion,Mujer,30-49,3_Alto,1287560.8920796847,13563208128.3927,552
2016,F_Construccion,Mujer,50+,1_Bajo,42328.74177936964,120478785.04374981,23
2016,F_Construccion,Mujer,50+,2_Medio,108589.03083554868,486134995.62409425,42
2016,F_Construccion,Mujer,50+,3_Alto,169319.5623230269,1796989849.2697353,82
2016,G-H_ComercioHotelesRest,Hombre,15-29,1_Bajo,3057983.157330073,8873428348.286263,1047
2016,G-H_ComercioHotelesRest,Hombre,15-29,2_Medio,22268690.941189732,74097567058.15234,8572
2016,G-H_ComercioHotelesRest,Hombre,15-29,3_Alto,9356457.566039171,43847097738.640465,4546
2016,G-H_ComercioHotelesRest,Hombre,30-49,1_Bajo,12559195.870285675,42427656060.24653,4003
2016,G-H_ComercioHotelesRest,Hombre,30-49,2_Medio,26351450.353594765,110219908694.34415,9532
2016,G-H_ComercioHotelesRest,Hombre,30-49,3_Alto,10014075.120926525,75221278484.26219,4202
2016,G-H_ComercioHotelesRest,Hombre,50+,1_Bajo,14564188.909164917,41327598223.43246,5808
2016,G-H_ComercioHotelesRest,Hombre,50+,2_Medio,10302763.343140023,46077009173.289246,4359
2016,G-H_ComercioHotelesRest,Hombre,50+,3_Alto,2953769.492738773,29042941348.38826,1221
2016,G-H_ComercioHotelesRest,Mujer,15-29,1_Bajo,1534920.964608136,3403275286.264799,605
2016,G-H_ComercioHotelesRest,Mujer,15-29,2_Medio,16130524.312762652,47488514285.419334,7319
2016,G-H_ComercioHotelesRest,Mujer,15-29,3_Alto,10273868.036790453,41003177450.05286,5820
2016,G-H_ComercioHotelesRest,Mujer,30-49,1_Bajo,11869695.790248169,27948282271.083447,4726
2016,G-H_ComercioHotelesRest,Mujer,30-49,2_Medio,26702766.677718394,84463122614.94844,12257
2016,G-H_ComercioHotelesRest,Mujer,30-49,3_Alto,11698458.31943079,70813695965.99849,6140
2016,G-H_ComercioHotelesRest,Mujer,50+,1_Bajo,12718515.269493334,26740972786.47174,6704
2016,G-H_ComercioHotelesRest,Mujer,50+,2_Medio,8694602.149893505,28146294659.535892,5198
2016,G-H_ComercioHotelesRest,Mujer,50+,3_Alto,2266905.5163772465,15425219111.39365,1419
2016,I_TransporteComunicaciones,Hombre,15-29,1_Bajo,2210323.240319996,5195253390.919258,726
2016,I_TransporteComunicaciones,Hombre,15-29,2_Medio,12019973.03809268,36312981356.02681,4505
2016,I_TransporteComunicaciones,Hombre,15-29,3_Alto,4458379.930601611,25611206062.42753,1893
2016,I_TransporteComunicaciones,Hombre,30-49,1_Bajo,9581023.209262868,27295385318.431946,2902
2016,I_TransporteComunicaciones,Hombre,30-49,2_Medio,21714680.229169667,77262880306.90628,7177
2016,I_TransporteComunicaciones,Hombre,30-49,3_Alto,6507166.374967818,55985721909.649506,2415
2016,I_TransporteComunicaciones,Hombre,50+,1_Bajo,7361693.361205764,23794140312.12583,2904
2016,I_TransporteComunicaciones,Hombre,50+,2_Medio,8171022.167991854,30937657761.21795,3139
2016,I_TransporteComunicaciones,Hombre,50+,3_Alto,1974161.6292424947,18915159128.99234,711
2016,I_TransporteComunicaciones,Mujer,15-29,1_Bajo,43109.53157870441,117321924.99043526,25
2016,I_TransporteComunicaciones,Mujer,15-29,2_Medio,1711142.457146237,5031574978.982782,698
2016,I_TransporteComunicaciones,Mujer,15-29,3_Alto,2878831.1665889546,14988048888.95049,1064
2016,I_TransporteComunicaciones,Mujer,30-49,1_Bajo,508888.3779538447,868376489.4957364,199
2016,I_TransporteComunicaciones,Mujer,30-49,2_Medio,2403921.7408455005,6907814275.318188,1036
2016,I_TransporteComunicaciones,Mujer,30-49,3_Alto,2656320.5549587766,24032219577.09578,1053
2016,I_TransporteComunicaciones,Mujer,50+,1_Bajo,411131.0913655798,1033058086.9731314,203
2016,I_TransporteComunicaciones,Mujer,50+,2_Medio,693347.9110483632,2106296568.2588046,328
2016,I_TransporteComunicaciones,Mujer,50+,3_Alto,336441.3915922629,4391798936.477597,174
2016,J-K_FinancieroInmobiliario,Hombre,15-29,1_Bajo,335571.6765306251,1230293143.737336,117
2016,J-K_FinancieroInmobiliario,Hombre,15-29,2_Medio,4907066.351723716,18020433911.68077,1686
2016,J-K_FinancieroInmobiliario,Hombre,15-29,3_Alto,5733736.851447945,41287038360.85511,2251
2016,J-K_FinancieroInmobiliario,Hombre,30-49,1_Bajo,1798441.3479093318,5881434791.831551,526
2016,J-K_FinancieroInmobiliario,Hombre,30-49,2_Medio,7300250.998077475,31018667116.866173,2318
2016,J-K_FinancieroInmobiliario,Hombre,30-49,3_Alto,8014193.542625351,103443194165.22858,3161
2016,J-K_FinancieroInmobiliario,Hombre,50+,1_Bajo,2248009.0449080993,6791136582.340416,934
2016,J-K_FinancieroInmobiliario,Hombre,50+,2_Medio,3128924.632067798,15995620334.958506,1211
2016,J-K_FinancieroInmobiliario,Hombre,50+,3_Alto,3066350.2313446198,53487872603.11151,1480
2016,J-K_FinancieroInmobiliario,Mujer,15-29,1_Bajo,263610.20782849897,571972227.1104167,171
2016,J-K_FinancieroInmobiliario,Mujer,15-29,2_Medio,2976234.296929605,9938684342.36916,1240
2016,J-K_FinancieroInmobiliario,Mujer,15-29,3_Alto,7458552.4254883565,45922715340.20769,3073
2016,J-K_FinancieroInmobiliario,Mujer,30-49,1_Bajo,3061630.0847304566,8324146961.857279,1649
2016,J-K_FinancieroInmobiliario,Mujer,30-49,2_Medio,6008906.393844662,22542114876.1517,2906
2016,J-K_FinancieroInmobiliario,Mujer,30-49,3_Alto,8474241.069203347,88808858230.68115,3516
2016,J-K_FinancieroInmobiliario,Mujer,50+,1_Bajo,2349765.403749966,6491206650.367439,1468
2016,J-K_FinancieroInmobiliario,Mujer,50+,2_Medio,1723432.175283488,6902149648.427441,1071
2016,J-K_FinancieroInmobiliario,Mujer,50+,3_Alto,1716433.3557391819,25416609026.05558,861
2016,L-Q_ServiciosSocialesComunales,Hombre,15-29,1_Bajo,496639.21306716977,1454988150.4688733,158
2016,L-Q_ServiciosSocialesComunales,Hombre,15-29,2_Medio,7220093.780580688,26734829531.322884,2863
2016,L-Q_ServiciosSocialesComunales,Hombre,15-29,3_Alto,8136740.886386024,58160110108.80286,4552
2016,L-Q_ServiciosSocialesComunales,Hombre,30-49,1_Bajo,2350021.4634644277,8253567285.462565,697
2016,L-Q_ServiciosSocialesComunales,Hombre,30-49,2_Medio,11082198.776555954,52461136458.415985,3985
2016,L-Q_ServiciosSocialesComunales,Hombre,30-49,3_Alto,17015958.20007264,204140546702.28433,8256
2016,L-Q_ServiciosSocialesComunales,Hombre,50+,1_Bajo,4241075.849328004,13076990610.649014,1609
2016,L-Q_ServiciosSocialesComunales,Hombre,50+,2_Medio,4827310.799166588,23114993669.60557,2138
2016,L-Q_ServiciosSocialesComunales,Hombre,50+,3_Alto,6497885.589677008,117529867894.3686,3696
2016,L-Q_ServiciosSocialesComunales,Mujer,15-29,1_Bajo,1075395.04263832,2616579606.8540072,550
2016,L-Q_ServiciosSocialesComunales,Mujer,15-29,2_Medio,10440619.579517767,31338852003.496956,5213
2016,L-Q_ServiciosSocialesComunales,Mujer,15-29,3_Alto,14458854.240128681,90747233753.74445,8451
2016,L-Q_ServiciosSocialesComunales,Mujer,30-49,1_Bajo,8333366.231281528,23836047406.510525,3982
2016,L-Q_ServiciosSocialesComunales,Mujer,30-49,2_Medio,19217459.413471915,66838398516.838974,8741
2016,L-Q_ServiciosSocialesComunales,Mujer,30-49,3_Alto,27433511.48534505,262129142872.2824,14863
2016,L-Q_ServiciosSocialesComunales,Mujer,50+,1_Bajo,8265117.322053095,22222447161.441795,4522
2016,L-Q_ServiciosSocialesComunales,Mujer,50+,2_Medio,7132467.41210066,27293277690.554276,3873
2016,L-Q_ServiciosSocialesComunales,Mujer,50+,3_Alto,8467104.881826041,107825119747.07178,5266
2017,A-B_AgriculturaPesca,Hombre,15-29,1_Bajo,10954121.70695303,29203977277.781425,1764
2017,A-B_AgriculturaPesca,Hombre,15-29,2_Medio,15145806.402066061,44172151506.211716,2602
2017,A-B_AgriculturaPesca,Hombre,15-29,3_Alto,1264359.161054716,5260294015.857754,298
2017,A-B_AgriculturaPesca,Hombre,30-49,1_Bajo,35116333.40317947,105122068344.63538,5510
2017,A-B_AgriculturaPesca,Hombre,30-49,2_Medio,12852402.509515103,43983535406.10343,2121
2017,A-B_AgriculturaPesca,Hombre,30-49,3_Alto,1591288.940901602,9822071259.245562,399
2017,A-B_AgriculturaPesca,Hombre,50+,1_Bajo,35078807.959954344,100546119679.21515,6768
2017,A-B_AgriculturaPesca,Hombre,50+,2_Medio,4532670.157342343,19206658935.764698,930
2017,A-B_AgriculturaPesca,Hombre,50+,3_Alto,749560.8503643647,6285363067.673565,264
2017,A-B_AgriculturaPesca,Mujer,15-29,1_Bajo,625670.9686004024,1319186311.804865,155
2017,A-B_AgriculturaPesca,Mujer,15-29,2_Medio,1826707.0655415356,4934457630.05669,409
2017,A-B_AgriculturaPesca,Mujer,15-29,3_Alto,642683.4797094552,2850586323.991515,152
2017,A-B_AgriculturaPesca,Mujer,30-49,1_Bajo,3519635.325623796,9241834441.991947,838
2017,A-B_AgriculturaPesca,Mujer,30-49,2_Medio,2241264.3506034613,6868887552.352937,475
2017,A-B_AgriculturaPesca,Mujer,30-49,3_Alto,524886.2834773384,4535507016.010597,166
2017,A-B_AgriculturaPesca,Mujer,50+,1_Bajo,2858245.5045517683,7089935970.927771,926
2017,A-B_AgriculturaPesca,Mujer,50+,2_Medio,551228.2208250762,2060099204.4088233,163
2017,A-B_AgriculturaPesca,Mujer,50+,3_Alto,133716.96051210698,1943839698.3128994,59
2017,C_Mineria,Hombre,15-29,1_Bajo,401869.3145603338,1474128414.9072952,67
2017,C_Mineria,Hombre,15-29,2_Medio,1169236.1904283795,4623731549.450187,197
2017,C_Mineria,Hombre,15-29,3_Alto,437038.99600826716,3512669175.837035,108
2017,C_Mineria,Hombre,30-49,1_Bajo,1508143.6456665103,5326452710.753683,229
2017,C_Mineria,Hombre,30-49,2_Medio,1138347.6108142703,6394930799.582561,226
2017,C_Mineria,Hombre,30-49,3_Alto,782397.045471415,14348048366.924038,275
2017,C_Mineria,Hombre,50+,1_Bajo,830794.4112846343,3563596617.4369373,166
2017,C_Mineria,Hombre,50+,2_Medio,262601.7082052699,2645944966.1635423,82
2017,C_Mineria,Hombre,50+,3_Alto,162433.66125294878,4651650422.958821,61
2017,C_Mineria,Mujer,15-29,1_Bajo,37341.57093828294,111426723.25978296,6
2017,C_Mineria,Mujer,15-29,2_Medio,105246.22554405814,403763828.3658871,25
2017,C_Mineria,Mujer,15-29,3_Alto,157898.50633556567,1373438199.0407815,45
2017,C_Mineria,Mujer,30-49,1_Bajo,275173.89346310875,451900426.7677498,49
2017,C_Mineria,Mujer,30-49,2_Medio,120370.15036820012,448979995.0303222,26
2017,C_Mineria,Mujer,30-49,3_Alto,246253.67162760798,5365933740.037525,67
2017,C_Mineria,Mujer,50+,1_Bajo,216804.78815346875,358997827.0090201,52
2017,C_Mineria,Mujer,50+,2_Medio,37380.809898748485,82860425.12999877,12
2017,C_Mineria,Mujer,50+,3_Alto,27340.70395780967,524261216.79214203,11
2017,D_Manufactura,Hombre,15-29,1_Bajo,1467278.0187960893,5014986707.006667,382
2017,D_Manufactura,Hombre,15-29,2_Medio,12272479.061179833,45427560143.06495,3559
2017,D_Manufactura,Hombre,15-29,3_Alto,4992700.392162903,26941820050.52996,1645
2017,D_Manufactura,Hombre,30-49,1_Bajo,5640486.230025321,21003664288.624023,1424
2017,D_Manufactura,Hombre,30-49,2_Medio,15920682.80869286,74754524121.8931,4667
2017,D_Manufactura,Hombre,30-49,3_Alto,6897479.976057065,72009492720.25566,2136
2017,D_Manufactura,Hombre,50+,1_Bajo,4832966.586016099,17136224399.721624,1766
2017,D_Manufactura,Hombre,50+,2_Medio,6304587.084798327,31427670681.532642,2171
2017,D_Manufactura,Hombre,50+,3_Alto,2225993.57948268,25030821437.23795,668
2017,D_Manufactura,Mujer,15-29,1_Bajo,599779.5457548677,1042905917.690973,214
2017,D_Manufactura,Mujer,15-29,2_Medio,5696092.359222739,17872819302.859962,1803
2017,D_Manufactura,Mujer,15-29,3_Alto,4316791.153776208,24992974597.758247,1539
2017,D_Manufactura,Mujer,30-49,1_Bajo,3571813.410783926,8242582548.185424,1095
2017,D_Manufactura,Mujer,30-49,2_Medio,10771000.75614084,37988840400.397705,3646
2017,D_Manufactura,Mujer,30-49,3_Alto,5476941.558577033,47662559114.89962,1970
2017,D_Manufactura,Mujer,50+,1_Bajo,3885313.7328868443,7562811115.509991,1925
2017,D_Manufactura,Mujer,50+,2_Medio,3808062.8515764773,12669595029.220604,1946
2017,D_Manufactura,Mujer,50+,3_Alto,1139240.5377386496,10568986504.017162,504
2017,E_ElectricidadGasAgua,Hombre,15-29,1_Bajo,268791.06830788846,813900911.2782048,49
2017,E_ElectricidadGasAgua,Hombre,15-29,2_Medio,702907.9380942435,2940173993.966165,271
2017,E_ElectricidadGasAgua,Hombre,15-29,3_Alto,447991.2343001219,3130296619.8479238,254
2017,E_ElectricidadGasAgua,Hombre,30-49,1_Bajo,558164.5734907956,2000407655.4148805,199
2017,E_ElectricidadGasAgua,Hombre,30-49,2_Medio,1495900.4669307992,6793929267.304192,522
2017,E_ElectricidadGasAgua,Hombre,30-49,3_Alto,1044239.3399238127,12179103316.765581,498
2017,E_ElectricidadGasAgua,Hombre,50+,1_Bajo,618256.4671232145,2049234061.74542,239
2017,E_ElectricidadGasAgua,Hombre,50+,2_Medio,506664.39324174495,2774793114.3387814,237
2017,E_ElectricidadGasAgua,Hombre,50+,3_Alto,296240.3651235141,5963313778.697982,153
2017,E_ElectricidadGasAgua,Mujer,15-29,1_Bajo,27268.660651915023,38184202.60750367,9
2017,E_ElectricidadGasAgua,Mujer,15-29,2_Medio,83923.98846953259,301338835.98878336,37
2017,E_ElectricidadGasAgua,Mujer,15-29,3_Alto,358803.92909956997,1926144881.071455,188
2017,E_ElectricidadGasAgua,Mujer,30-49,1_Bajo,90926.336399441,295161251.88826686,49
2017,E_ElectricidadGasAgua,Mujer,30-49,2_Medio,259380.70776766856,1093039798.8524122,99
2017,E_ElectricidadGasAgua,Mujer,30-49,3_Alto,672707.5194368659,8900897160.326202,311
2017,E_ElectricidadGasAgua,Mujer,50+,1_Bajo,96537.63019006283,246092438.32786447,79
2017,E_ElectricidadGasAgua,Mujer,50+,2_Medio,41487.276679418246,216949306.45310217,35
2017,E_ElectricidadGasAgua,Mujer,50+,3_Alto,65253.167896499406,1213511881.587557,51
2017,F_Construccion,Hombre,15-29,1_Bajo,2390082.748326935,7933434983.459654,873
2017,F_Construccion,Hombre,15-29,2_Medio,11527813.94626596,41497061762.9867,4318
2017,F_Construccion,Hombre,15-29,3_Alto,2914880.6635324643,16391943777.665207,1197
2017,F_Construccion,Hombre,30-49,1_Bajo,9928488.07662715,39018942217.7018,3262
2017,F_Construccion,Hombre,30-49,2_Medio,14119088.449347964,62260988370.4472,5153
2017,F_Construccion,Hombre,30-49,3_Alto,3831270.8189766943,45233582569.24,1498
2017,F_Construccion,Hombre,50+,1_Bajo,7940073.568884722,29894402126.34647,3223
2017,F_Construccion,Hombre,50+,2_Medio,5231352.207918261,23686728653.149796,2159
2017,F_Construccion,Hombre,50+,3_Alto,1060092.8000337903,12899373931.222599,513
2017,F_Construccion,Mujer,15-29,1_Bajo,35981.25926489398,112190617.36533852,10
2017,F_Construccion,Mujer,15-29,2_Medio,348626.42610309157,1158151361.6955235,136
2017,F_Construccion,Mujer,15-29,3_Alto,1132816.424136114,7346814586.824598,536
2017,F_Construccion,Mujer,30-49,1_Bajo,224954.03873535307,755429453.5709127,68
2017,F_Construccion,Mujer,30-49,2_Medio,571923.2450547896,2406419480.8313627,203
2017,F_Construccion,Mujer,30-49,3_Alto,1035753.6206211528,13438444913.05098,480
2017,F_Construccion,Mujer,50+,1_Bajo,73434.54490745929,196328910.72546098,38
2017,F_Construccion,Mujer,50+,2_Medio,133617.41160845585,696440430.8943415,50
2017,F_Construccion,Mujer,50+,3_Alto,162998.2720661051,3292741661.865627,85
2017,G-H_ComercioHotelesRest,Hombre,15-29,1_Bajo,2789686.5930882245,7984798942.597517,947
2017,G-H_ComercioHotelesRest,Hombre,15-29,2_Medio,22051569.23618697,76434469687.66396,8201
2017,G-H_ComercioHotelesRest,Hombre,15-29,3_Alto,9653881.490526902,47494408965.93586,4556
2017,G-H_ComercioHotelesRest,Hombre,30-49,1_Bajo,11998006.610314421,42110772868.228035,3820
2017,G-H_ComercioHotelesRest,Hombre,30-49,2_Medio,25222716.638588194,110649499291.78839,9154
2017,G-H_ComercioHotelesRest,Hombre,30-49,3_Alto,10319443.392584244,81518470141.51956,4200
2017,G-H_ComercioHotelesRest,Hombre,50+,1_Bajo,14155756.962850291,41396631762.33965,5570
2017,G-H_ComercioHotelesRest,Hombre,50+,2_Medio,10269386.869324319,46667620744.989296,4273
2017,G-H_ComercioHotelesRest,Hombre,50+,3_Alto,2917740.6265080376,30115786911.0276,1196
2017,G-H_ComercioHotelesRest,Mujer,15-29,1_Bajo,1154912.647810959,2927844934.319069,503
2017,G-H_ComercioHotelesRest,Mujer,15-29,2_Medio,16220911.100971669,50454399092.84834,6934
2017,G-H_ComercioHotelesRest,Mujer,15-29,3_Alto,10540163.644687545,44457805682.449554,5811
2017,G-H_ComercioHotelesRest,Mujer,30-49,1_Bajo,10980034.61966387,27604141322.173714,4164
2017,G-H_ComercioHotelesRest,Mujer,30-49,2_Medio,26212616.081188012,87344534622.49495,11683
2017,G-H_ComercioHotelesRest,Mujer,30-49,3_Alto,11150280.601850785,65933119731.511665,5867
2017,G-H_ComercioHotelesRest,Mujer,50+,1_Bajo,12648135.341791479,27805016732.705524,6175
2017,G-H_ComercioHotelesRest,Mujer,50+,2_Medio,8688290.357018689,29374429069.60792,5167
2017,G-H_ComercioHotelesRest,Mujer,50+,3_Alto,2227983.3762521497,16424345477.815107,1409
2017,I_TransporteComunicaciones,Hombre,15-29,1_Bajo,2190781.7898095585,5527661184.209136,708
2017,I_TransporteComunicaciones,Hombre,15-29,2_Medio,12514870.919915639,39294614082.8291,4194
2017,I_TransporteComunicaciones,Hombre,15-29,3_Alto,4642310.556041664,27079227433.58454,1845
2017,I_TransporteComunicaciones,Hombre,30-49,1_Bajo,8553465.848851193,25740998055.94626,2682
2017,I_TransporteComunicaciones,Hombre,30-49,2_Medio,20653797.07716985,75356604246.84834,6783
2017,I_TransporteComunicaciones,Hombre,30-49,3_Alto,6976036.603983183,61062819725.185646,2366
2017,I_TransporteComunicaciones,Hombre,50+,1_Bajo,7250806.143251294,23252255345.933216,2823
2017,I_TransporteComunicaciones,Hombre,50+,2_Medio,8175594.643616571,32279436491.909744,3142
2017,I_TransporteComunicaciones,Hombre,50+,3_Alto,1765711.5759389233,19839103667.0423,667
2017,I_TransporteComunicaciones,Mujer,15-29,1_Bajo,54693.70473903473,119705815.45821112,20
2017,I_TransporteComunicaciones,Mujer,15-29,2_Medio,1517806.6240909789,4496991469.167634,605
2017,I_TransporteComunicaciones,Mujer,15-29,3_Alto,2367499.4987333003,12991425330.550323,998
2017,I_TransporteComunicaciones,Mujer,30-49,1_Bajo,471575.7354251541,865251003.9018533,168
2017,I_TransporteComunicaciones,Mujer,30-49,2_Medio,2182620.933944133,7139680126.977839,895
2017,I_TransporteComunicaciones,Mujer,30-49,3_Alto,2767326.7444995493,28571206961.299026,1054
2017,I_TransporteComunicaciones,Mujer,50+,1_Bajo,399736.50284453994,1035691534.5762066,186
2017,I_TransporteComunicaciones,Mujer,50+,2_Medio,653743.1851822109,2342340642.546403,299
2017,I_TransporteComunicaciones,Mujer,50+,3_Alto,499024.34994165244,5302860412.3737135,178
2017,J-K_FinancieroInmobiliario,Hombre,15-29,1_Bajo,346029.1365775102,1197089029.6783435,107
2017,J-K_FinancieroInmobiliario,Hombre,15-29,2_Medio,4871057.461892046,19332360506.904285,1583
2017,J-K_FinancieroInmobiliario,Hombre,15-29,3_Alto,5574957.509859057,38884026693.764534,2240
2017,J-K_FinancieroInmobiliario,Hombre,30-49,1_Bajo,1852542.8898034177,6802406520.083993,514
2017,J-K_FinancieroInmobiliario,Hombre,30-49,2_Medio,6679677.70592371,30708044929.515026,2162
2017,J-K_FinancieroInmobiliario,Hombre,30-49,3_Alto,8059056.170279008,107979677931.31168,3072
